date,THEFT,DECEPTIVE PRACTICE,OTHER OFFENSE,MOTOR VEHICLE THEFT,CRIMINAL DAMAGE,ASSAULT,BATTERY,NARCOTICS,WEAPONS VIOLATION,OFFENSE INVOLVING CHILDREN,ROBBERY,CRIMINAL TRESPASS,LIQUOR LAW VIOLATION,BURGLARY,INTERFERENCE WITH PUBLIC OFFICER,CRIM SEXUAL ASSAULT,ARSON,CRIMINAL SEXUAL ASSAULT,PROSTITUTION,PUBLIC PEACE VIOLATION,SEX OFFENSE,STALKING,KIDNAPPING,INTIMIDATION,CONCEALED CARRY LICENSE VIOLATION,GAMBLING,OBSCENITY,HOMICIDE,NON-CRIMINAL,HUMAN TRAFFICKING,PUBLIC INDECENCY,NON-CRIMINAL (SUBJECT SPECIFIED),OTHER NARCOTIC VIOLATION,RITUALISM,city
2018-05-26,195,47,36,18,97,72,215,42,26,7,33,17,2,19,4,3,2,2,3,3,2,1,2,2,0,2,0,3,0,0,0,0,0,0,Chicago
2018-05-27,178,38,46,30,101,56,247,46,32,7,26,14,0,26,6,3,0,4,9,7,3,0,1,0,2,0,0,1,0,0,0,0,0,0,Chicago
2018-05-28,183,43,56,28,96,71,194,48,38,8,34,23,2,32,10,6,3,0,0,5,3,1,0,0,0,2,0,2,0,0,0,0,0,0,Chicago
2018-05-29,206,61,51,38,99,63,194,33,11,4,30,19,0,41,5,3,2,2,1,7,3,0,1,1,0,0,0,0,0,0,0,0,0,0,Chicago
2018-05-30,208,59,60,38,109,71,138,36,14,8,27,16,1,37,5,4,4,0,0,3,3,1,1,1,1,0,0,2,0,0,0,0,0,0,Chicago
2018-05-31,201,61,60,27,76,77,159,33,14,9,23,21,1,48,4,6,3,0,7,2,4,1,0,0,1,0,2,2,0,0,0,0,0,0,Chicago
2018-06-01,232,122,71,27,86,72,166,43,16,32,38,19,1,42,5,10,2,5,9,4,13,1,1,1,0,1,1,1,0,0,0,0,0,0,Chicago
2018-06-02,183,62,56,28,76,68,178,50,17,8,30,14,2,31,0,3,1,2,1,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,Chicago
2018-06-03,188,31,52,32,91,64,198,37,16,4,35,24,2,36,4,5,2,3,0,5,1,1,0,0,1,1,0,2,0,0,0,0,0,0,Chicago
2018-06-04,187,74,53,31,75,76,149,30,16,4,25,19,0,36,0,4,1,1,0,2,3,0,1,2,0,1,0,1,0,0,0,0,0,0,Chicago
2018-06-05,199,66,41,18,69,66,133,37,14,4,33,17,1,33,3,4,1,1,0,4,4,0,1,0,0,1,0,2,0,0,0,0,0,0,Chicago
2018-06-06,206,61,73,39,75,77,140,35,13,3,24,10,0,33,5,3,1,1,4,4,3,1,0,0,0,1,1,1,1,0,0,0,0,0,Chicago
2018-06-07,182,51,54,18,90,63,155,35,12,3,29,21,1,33,5,5,2,0,0,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2018-06-08,179,50,42,29,92,64,129,46,10,12,26,20,1,36,4,6,1,3,6,11,1,1,0,0,0,0,0,5,0,0,0,0,0,0,Chicago
2018-06-09,213,41,38,28,106,49,153,40,21,8,34,28,1,25,7,3,0,1,1,9,2,1,0,0,1,2,0,4,0,0,0,0,0,0,Chicago
2018-06-10,208,31,34,25,75,34,165,38,16,8,28,21,0,31,4,3,1,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,Chicago
2018-06-11,199,59,55,25,78,49,131,39,16,2,22,20,1,32,1,4,3,0,1,5,3,0,0,2,1,1,0,0,0,0,0,0,0,0,Chicago
2018-06-12,201,50,61,28,85,70,139,32,17,1,28,21,0,28,7,1,1,1,1,6,4,2,1,3,1,3,0,2,0,0,0,0,0,0,Chicago
2018-06-13,193,48,49,21,73,66,155,33,10,8,17,25,0,27,5,2,0,3,5,3,3,0,1,0,1,3,0,0,0,0,0,0,0,0,Chicago
2018-06-14,189,42,41,28,104,54,124,39,17,6,21,26,0,38,3,2,0,2,8,4,2,1,0,0,0,4,0,2,0,0,1,0,0,0,Chicago
2018-06-15,178,87,66,27,80,60,153,42,25,7,35,19,2,34,4,6,0,4,0,2,4,2,0,0,1,0,0,4,0,0,1,0,0,0,Chicago
2018-06-16,201,46,44,25,109,59,175,32,19,8,28,14,3,31,5,7,1,1,0,7,4,0,0,1,2,0,0,3,0,0,1,0,0,0,Chicago
2018-06-17,177,35,43,31,85,86,226,20,18,9,27,9,1,29,7,5,2,1,3,3,3,0,1,1,0,1,0,5,0,0,0,0,0,0,Chicago
2018-06-18,212,49,61,24,95,59,185,29,19,7,26,25,0,35,4,1,0,0,0,6,4,0,1,0,0,1,1,3,0,0,0,0,0,0,Chicago
2018-06-19,196,48,55,21,90,69,153,35,8,4,19,24,1,43,2,4,3,1,6,3,1,1,2,1,0,2,0,3,0,0,0,0,0,0,Chicago
2018-06-20,231,61,55,23,100,59,160,43,23,13,29,23,0,46,3,5,2,1,1,6,1,1,3,0,0,4,0,0,0,0,0,0,0,0,Chicago
2018-06-21,197,67,48,25,49,52,99,31,10,11,14,13,2,38,4,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,Chicago
2018-06-22,183,45,44,30,83,57,113,44,17,5,25,15,0,43,5,4,2,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Chicago
2018-06-23,224,46,48,29,105,58,158,37,18,4,26,28,1,32,3,3,1,1,7,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2018-06-24,215,38,43,39,93,76,201,20,23,4,32,22,0,37,1,6,5,0,1,8,3,1,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2018-06-25,221,59,49,31,85,58,165,34,15,6,36,25,0,44,5,3,0,0,0,1,5,2,4,0,1,3,0,2,0,0,0,0,0,0,Chicago
2018-06-26,210,60,46,27,110,59,120,31,19,3,31,14,0,41,2,7,1,1,0,5,0,1,1,0,0,1,0,4,1,0,0,0,0,0,Chicago
2018-06-27,216,64,49,24,83,70,131,39,13,10,33,29,1,48,2,5,1,1,0,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,Chicago
2018-06-28,211,63,54,30,76,67,146,33,18,10,34,18,2,37,3,6,0,0,1,5,5,0,0,1,0,1,0,1,0,0,0,0,0,0,Chicago
2018-06-29,195,57,40,23,82,63,148,31,23,5,35,14,2,36,5,4,1,0,5,5,4,0,0,1,0,1,0,0,0,0,0,0,0,0,Chicago
2018-06-30,212,54,48,30,89,56,194,46,20,7,37,14,1,29,7,4,1,1,4,5,2,0,0,1,1,2,0,2,0,0,0,0,0,0,Chicago
2018-07-01,203,100,73,33,87,74,193,56,16,18,22,25,0,50,2,12,2,2,3,4,4,1,0,0,2,1,3,1,0,0,0,0,0,0,Chicago
2018-07-02,231,65,58,23,84,71,169,37,12,4,23,24,0,37,5,3,0,0,0,7,3,2,1,1,0,0,0,0,0,0,0,0,0,0,Chicago
2018-07-03,200,57,52,29,86,56,134,55,25,10,24,23,0,53,6,1,0,1,4,4,1,2,0,0,0,0,1,2,0,0,0,0,0,0,Chicago
2018-07-04,152,29,39,27,103,66,226,36,32,10,27,16,0,34,8,7,0,0,0,6,5,3,1,0,1,0,1,0,0,0,0,0,0,0,Chicago
2018-07-05,193,53,43,23,98,67,158,63,24,6,24,24,1,39,5,4,1,0,1,5,3,0,2,0,1,3,0,1,0,0,0,0,0,0,Chicago
2018-07-06,206,71,67,28,97,69,130,64,19,4,39,16,1,45,4,8,2,2,0,10,1,2,1,0,2,1,0,2,0,0,0,0,0,0,Chicago
2018-07-07,187,46,64,30,92,64,178,41,21,7,37,10,1,32,6,4,3,0,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,Chicago
2018-07-08,150,30,50,30,90,69,220,39,20,6,37,18,0,35,9,5,1,1,0,1,5,2,1,0,0,2,0,4,0,0,0,0,0,0,Chicago
2018-07-09,200,65,49,18,91,64,133,34,19,4,40,23,1,39,4,4,1,2,0,3,1,2,0,1,0,3,0,1,0,0,0,0,0,0,Chicago
2018-07-10,221,62,50,30,87,55,138,37,12,5,29,13,3,38,8,3,1,0,1,5,6,0,0,2,0,2,0,2,0,0,0,0,0,0,Chicago
2018-07-11,187,61,42,22,74,56,140,24,16,7,26,20,3,33,2,3,3,0,0,3,5,1,0,4,0,0,0,4,1,0,0,0,0,0,Chicago
2018-07-12,218,59,46,30,79,77,123,43,17,4,31,13,0,34,1,4,5,0,3,0,2,0,0,1,1,2,0,5,0,0,0,0,0,0,Chicago
2018-07-13,227,53,41,36,85,62,154,34,15,5,28,17,3,39,2,1,0,1,0,6,3,0,1,0,0,5,0,1,0,0,0,0,0,0,Chicago
2018-07-14,187,38,42,17,84,64,187,36,17,4,28,24,3,31,2,5,1,0,5,5,2,0,0,0,1,2,0,2,0,0,1,0,0,0,Chicago
2018-07-15,189,47,54,29,89,61,188,30,16,11,30,22,0,26,3,4,1,2,0,1,2,0,0,1,0,2,0,4,0,0,0,0,0,0,Chicago
2018-07-16,190,58,58,27,84,58,152,40,10,4,23,20,1,35,3,7,0,1,0,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,Chicago
2018-07-17,191,55,40,23,82,56,139,40,14,8,22,26,1,30,2,5,2,1,0,2,1,0,1,0,0,2,0,2,0,0,0,0,0,0,Chicago
2018-07-18,200,78,50,33,80,71,169,29,16,2,27,15,2,37,7,4,1,0,2,3,6,1,0,0,1,3,0,2,0,0,0,1,0,0,Chicago
2018-07-19,210,61,56,33,67,61,140,25,18,6,32,15,2,30,5,5,1,0,1,2,4,0,0,0,0,2,0,2,0,0,0,0,0,0,Chicago
2018-07-20,229,66,66,26,79,65,137,38,14,4,27,10,1,41,2,3,1,2,0,0,5,1,0,1,1,0,0,2,2,0,0,0,0,0,Chicago
2018-07-21,191,41,42,27,98,57,186,37,18,3,25,11,2,41,6,4,1,1,1,2,1,1,0,0,0,0,0,4,0,0,0,0,0,0,Chicago
2018-07-22,179,44,38,24,84,60,173,45,18,5,43,22,0,39,3,6,3,0,0,1,3,0,0,1,0,1,0,3,0,0,0,0,0,0,Chicago
2018-07-23,218,59,56,25,97,64,158,35,22,4,27,22,0,35,5,5,0,0,1,3,2,2,3,1,0,1,0,2,0,0,0,0,0,0,Chicago
2018-07-24,210,63,48,29,89,72,143,34,9,5,17,21,0,41,3,1,2,1,1,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,Chicago
2018-07-25,205,59,52,27,90,57,152,47,15,7,19,23,3,28,4,5,0,2,2,3,1,0,0,4,0,1,1,2,0,0,0,0,0,0,Chicago
2018-07-26,209,56,49,22,92,53,133,38,15,5,34,21,0,41,4,4,1,0,7,4,2,2,1,0,1,3,2,2,0,0,0,0,0,0,Chicago
2018-07-27,178,59,54,31,107,62,118,42,19,12,25,17,2,41,6,3,0,0,9,4,1,0,1,3,0,1,2,3,0,0,0,0,0,0,Chicago
2018-07-28,199,54,44,30,95,48,165,30,20,1,22,25,2,30,8,4,3,2,4,7,8,2,0,1,1,0,0,3,0,0,0,0,0,0,Chicago
2018-07-29,183,36,37,32,69,68,181,28,31,3,34,18,0,33,2,6,4,2,1,0,1,1,0,1,0,1,1,3,0,0,0,0,0,0,Chicago
2018-07-30,215,56,61,33,91,48,122,22,14,7,34,21,0,41,3,3,0,1,0,3,2,0,1,1,0,1,1,1,0,0,0,0,0,0,Chicago
2018-07-31,210,82,52,29,95,69,146,35,16,2,20,22,0,33,2,3,1,1,0,3,3,0,0,1,1,1,1,2,0,0,0,0,0,0,Chicago
2018-08-01,234,107,72,20,81,68,156,35,18,14,37,20,1,42,3,9,0,5,0,4,9,2,0,0,0,6,1,1,0,0,0,0,0,0,Chicago
2018-08-02,266,60,38,36,82,50,150,26,20,2,34,23,2,42,2,3,2,0,1,3,6,1,1,1,0,3,0,0,0,0,0,0,0,0,Chicago
2018-08-03,274,88,48,33,74,52,157,39,16,6,31,15,2,30,7,8,1,0,0,4,1,1,1,0,1,1,0,2,0,0,0,0,0,0,Chicago
2018-08-04,244,39,40,34,87,63,201,37,18,6,27,17,2,48,5,8,1,2,1,11,6,0,0,0,1,0,2,4,0,0,1,0,0,0,Chicago
2018-08-05,224,44,48,20,97,77,199,19,26,5,25,16,0,29,1,7,3,0,3,3,3,0,2,1,0,0,0,8,0,0,0,0,0,0,Chicago
2018-08-06,218,65,54,26,74,52,130,37,16,7,27,21,0,48,5,4,3,1,0,5,5,0,0,2,0,0,0,3,0,0,0,0,0,0,Chicago
2018-08-07,234,64,49,36,70,46,122,41,14,5,18,26,1,34,4,5,0,0,0,3,6,0,0,1,1,3,0,2,0,0,0,0,0,0,Chicago
2018-08-08,223,58,62,25,69,63,125,38,14,4,28,26,0,27,5,2,3,0,8,2,4,0,0,1,0,1,0,4,0,0,0,0,0,0,Chicago
2018-08-09,210,50,46,27,75,50,147,32,15,8,21,13,4,44,4,3,1,1,0,7,6,0,0,1,0,1,0,3,0,0,0,0,0,0,Chicago
2018-08-10,232,62,46,28,74,66,137,48,20,8,37,24,0,41,7,6,0,1,5,5,2,0,1,1,2,3,0,2,0,0,0,0,0,0,Chicago
2018-08-11,191,50,39,40,92,66,178,43,25,8,39,15,0,46,1,4,2,1,0,8,5,2,0,1,2,2,0,0,0,0,0,0,0,0,Chicago
2018-08-12,162,41,58,29,113,67,196,47,23,2,39,17,0,28,3,3,2,2,0,4,3,0,1,1,0,2,0,0,0,0,0,0,0,0,Chicago
2018-08-13,225,71,54,26,77,59,150,34,22,7,28,17,0,38,1,2,2,2,0,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,Chicago
2018-08-14,222,59,38,37,86,67,142,48,16,12,31,18,2,34,2,5,2,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2018-08-15,226,51,51,26,81,57,124,41,17,9,26,21,2,38,4,2,2,0,6,1,11,0,1,1,0,0,1,1,0,1,0,0,0,0,Chicago
2018-08-16,224,55,46,27,93,72,139,39,18,7,28,15,1,43,4,2,1,2,10,3,2,0,1,0,0,1,1,2,0,0,0,0,0,0,Chicago
2018-08-17,198,53,44,31,91,55,138,52,13,11,32,15,0,44,3,7,1,0,2,6,11,0,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2018-08-18,204,61,56,36,85,56,194,50,28,10,41,17,3,43,5,4,1,2,6,4,3,0,0,0,0,1,0,2,0,0,0,0,0,0,Chicago
2018-08-19,164,41,44,33,95,52,188,43,17,7,34,17,1,24,7,4,1,0,0,2,6,1,2,2,2,2,0,4,0,0,0,0,0,0,Chicago
2018-08-20,174,68,42,33,70,55,117,37,15,8,32,24,0,45,8,6,2,0,0,4,4,1,0,0,0,1,0,2,0,0,0,0,0,0,Chicago
2018-08-21,197,62,37,27,67,66,113,41,17,1,17,22,0,35,2,4,2,1,0,2,3,1,1,1,0,3,0,0,0,0,0,0,0,0,Chicago
2018-08-22,217,47,49,31,120,51,138,41,25,5,35,14,0,54,6,4,0,0,5,0,6,0,0,0,0,1,1,1,0,0,0,0,0,0,Chicago
2018-08-23,200,45,46,27,87,61,123,27,13,1,24,19,0,36,2,1,0,1,3,2,2,2,1,1,0,1,0,2,0,0,0,1,0,0,Chicago
2018-08-24,203,66,44,29,78,54,134,49,11,3,27,21,0,42,5,2,0,0,3,6,4,1,0,1,2,1,0,4,0,0,0,0,0,0,Chicago
2018-08-25,203,49,54,22,102,54,168,60,21,5,28,12,2,33,4,4,1,1,3,2,5,0,0,0,2,1,0,1,0,0,0,0,0,0,Chicago
2018-08-26,150,29,43,32,94,62,207,47,18,3,35,23,0,22,9,6,0,0,0,6,1,1,1,0,2,0,0,0,1,0,0,0,0,0,Chicago
2018-08-27,211,60,45,35,88,56,144,38,15,3,37,21,1,52,4,2,0,1,0,4,2,0,1,3,0,0,0,2,0,0,0,0,0,0,Chicago
2018-08-28,202,59,52,24,94,63,138,41,13,3,31,22,1,46,3,4,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Chicago
2018-08-29,187,54,68,31,79,64,104,34,12,4,35,18,0,39,5,4,1,0,4,3,2,1,0,0,0,1,0,1,1,0,0,0,0,0,Chicago
2018-08-30,212,55,47,38,86,58,126,48,22,6,26,26,0,39,3,2,2,2,13,2,3,1,1,0,0,0,0,3,0,0,0,0,0,0,Chicago
2018-08-31,198,73,45,28,75,67,130,63,23,9,32,23,0,47,3,2,2,1,1,2,3,0,0,0,1,2,0,2,1,0,0,0,0,0,Chicago
2018-09-01,209,99,72,40,77,71,174,69,29,14,18,20,0,48,9,7,0,3,0,5,10,1,0,0,1,0,2,4,0,1,0,0,0,0,Chicago
2018-09-02,169,45,46,33,80,59,180,62,34,7,34,21,1,33,7,4,0,1,4,4,3,0,0,0,2,0,0,3,0,0,0,0,0,0,Chicago
2018-09-03,170,43,51,28,81,60,159,55,21,3,31,23,0,28,4,8,1,1,1,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2018-09-04,203,61,50,23,86,62,146,51,11,6,29,16,0,43,4,5,2,1,6,2,6,0,1,1,2,0,0,3,0,0,0,0,0,0,Chicago
2018-09-05,186,52,42,26,69,60,135,37,8,4,20,27,1,25,1,5,0,1,3,2,7,2,0,0,0,2,1,1,0,0,0,0,0,0,Chicago
2018-09-06,181,56,44,31,62,63,122,51,8,5,25,22,0,40,7,5,0,0,5,8,2,0,0,0,0,1,2,1,0,0,0,0,0,0,Chicago
2018-09-07,183,69,51,28,69,52,98,53,19,9,22,11,5,43,3,3,1,2,0,5,1,0,0,0,1,0,0,2,0,0,0,0,0,0,Chicago
2018-09-08,212,49,32,27,85,56,160,38,27,5,23,24,1,25,7,5,1,2,1,3,5,0,1,1,1,0,0,1,0,0,0,0,0,0,Chicago
2018-09-09,169,45,34,19,80,58,137,23,13,5,30,17,0,17,5,3,0,1,0,3,2,1,1,0,0,0,0,2,0,0,0,0,0,0,Chicago
2018-09-10,202,60,46,30,69,55,113,21,18,11,26,18,0,26,5,3,1,0,0,2,4,0,1,0,1,0,1,2,0,1,0,0,0,0,Chicago
2018-09-11,162,42,49,26,67,66,120,39,16,8,22,14,1,36,3,1,2,0,7,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,Chicago
2018-09-12,179,52,42,25,87,61,117,30,14,3,22,17,1,33,4,2,2,3,3,6,5,0,2,0,2,0,0,2,0,0,0,0,0,0,Chicago
2018-09-13,188,58,36,23,69,54,120,33,10,5,17,19,1,40,1,3,0,0,0,2,3,1,0,1,1,1,0,1,0,0,0,0,0,0,Chicago
2018-09-14,216,60,53,28,83,65,174,44,19,9,25,18,1,48,5,4,1,2,2,6,2,0,1,0,0,0,0,4,0,0,0,0,0,0,Chicago
2018-09-15,188,42,43,33,103,53,167,44,22,4,25,21,1,31,2,11,1,0,8,3,4,0,0,0,0,0,2,1,0,0,0,0,0,0,Chicago
2018-09-16,196,30,37,27,73,83,190,47,18,4,24,14,0,39,4,9,1,1,5,5,4,1,1,1,0,2,0,1,2,0,0,0,0,0,Chicago
2018-09-17,218,68,49,28,80,59,131,25,12,7,29,20,0,37,1,5,1,0,0,5,7,1,1,0,1,0,0,1,0,0,0,0,0,0,Chicago
2018-09-18,186,52,40,30,73,59,139,29,14,9,23,20,0,38,3,2,2,0,0,5,4,1,0,0,0,3,0,3,1,0,1,0,0,0,Chicago
2018-09-19,188,35,50,33,74,60,147,31,17,4,30,23,2,46,3,3,1,2,2,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2018-09-20,202,53,51,34,85,69,169,35,14,7,24,22,0,40,5,6,0,1,1,4,4,0,0,1,0,1,0,1,0,0,0,0,0,0,Chicago
2018-09-21,211,68,45,37,76,69,156,29,14,9,22,22,4,41,5,5,1,0,0,3,3,1,1,0,2,1,0,0,0,0,0,0,0,0,Chicago
2018-09-22,219,30,36,29,71,65,190,41,11,5,32,20,2,34,0,5,1,1,1,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,Chicago
2018-09-23,185,33,46,36,77,63,163,34,15,5,18,16,0,27,0,2,2,1,1,1,5,1,0,0,1,1,0,2,0,0,0,0,0,0,Chicago
2018-09-24,204,52,54,39,61,62,145,37,10,6,32,21,0,51,5,3,0,0,0,5,3,1,0,0,1,0,0,4,0,0,0,0,0,0,Chicago
2018-09-25,198,58,35,33,81,54,145,23,9,6,22,22,2,37,2,4,0,0,4,4,5,0,0,1,0,2,0,3,1,0,0,0,0,0,Chicago
2018-09-26,200,50,45,30,65,62,141,35,20,3,24,23,0,22,5,6,2,0,2,0,8,1,1,1,1,3,0,3,0,0,0,0,0,0,Chicago
2018-09-27,193,60,34,26,71,62,95,32,15,8,20,28,1,32,4,6,6,1,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2018-09-28,194,66,43,29,77,49,138,49,13,8,33,31,2,40,2,4,1,0,2,4,3,0,0,1,1,1,0,1,0,1,0,0,0,0,Chicago
2018-09-29,194,38,31,34,68,45,144,44,17,6,36,19,1,26,7,6,2,0,3,4,4,0,0,2,1,0,0,0,0,0,0,0,0,0,Chicago
2018-09-30,181,48,35,40,88,58,137,35,19,5,30,17,1,26,4,4,0,1,0,4,3,0,1,0,1,0,0,4,0,0,0,0,0,0,Chicago
2018-10-01,205,129,54,31,66,64,162,36,13,14,32,27,0,45,4,13,1,2,0,3,8,0,0,0,2,1,0,7,0,0,0,0,0,0,Chicago
2018-10-02,195,58,41,32,70,53,117,26,12,10,38,18,1,29,2,4,1,0,2,3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2018-10-03,172,41,42,23,77,61,129,20,12,4,27,18,0,28,4,4,1,0,0,3,5,1,1,0,0,0,1,2,0,0,0,0,0,0,Chicago
2018-10-04,176,51,52,27,79,67,128,18,7,6,22,18,0,24,1,6,2,0,0,5,5,1,0,0,0,0,1,2,0,0,0,0,0,0,Chicago
2018-10-05,167,68,36,18,59,57,125,22,12,8,18,17,0,33,5,4,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,Chicago
2018-10-06,186,33,40,33,88,56,162,13,10,9,30,18,0,22,4,4,1,3,0,3,4,2,0,0,2,1,0,2,0,0,0,0,0,0,Chicago
2018-10-07,170,33,34,29,89,66,167,23,17,4,20,16,1,30,0,4,4,1,0,3,1,1,0,2,1,0,0,1,0,0,1,0,0,0,Chicago
2018-10-08,164,43,47,20,92,55,152,32,18,5,34,24,0,25,6,9,1,0,0,9,3,1,0,0,0,0,0,3,0,0,0,0,0,0,Chicago
2018-10-09,161,48,51,27,78,58,148,40,12,6,32,20,0,42,4,1,1,0,3,5,3,0,0,0,1,0,1,3,0,1,0,0,0,0,Chicago
2018-10-10,178,59,50,19,81,67,125,40,9,9,22,19,0,26,2,2,0,0,0,6,3,1,0,2,1,0,1,2,0,0,0,0,0,0,Chicago
2018-10-11,176,45,38,29,81,46,100,38,15,7,27,18,2,37,3,3,0,0,4,0,3,0,0,0,1,0,0,5,1,0,0,0,0,0,Chicago
2018-10-12,189,64,48,30,73,47,121,42,17,5,15,14,0,25,4,7,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2018-10-13,200,41,36,23,80,48,135,36,30,9,29,18,2,25,7,6,1,0,6,4,3,0,0,0,1,1,1,2,0,0,0,0,0,0,Chicago
2018-10-14,164,25,40,22,98,41,169,25,18,4,30,15,0,30,3,3,2,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2018-10-15,188,61,50,23,70,62,120,28,8,4,28,10,0,34,1,3,1,0,1,3,5,1,0,1,0,1,0,2,0,0,0,0,0,0,Chicago
2018-10-16,178,50,49,25,54,54,124,29,11,6,24,13,1,37,2,2,1,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Chicago
2018-10-17,165,55,53,19,67,39,113,43,9,13,25,20,1,39,5,3,0,2,4,5,6,1,0,0,1,0,0,2,0,0,0,0,0,0,Chicago
2018-10-18,195,57,37,21,77,50,115,37,22,10,26,22,1,33,1,2,2,1,0,2,7,0,3,1,2,1,0,0,0,0,0,0,0,0,Chicago
2018-10-19,206,49,47,33,69,58,143,43,12,4,19,19,0,45,3,1,3,2,0,2,3,0,0,0,1,1,0,2,1,0,0,0,0,0,Chicago
2018-10-20,197,54,46,31,99,48,163,33,21,8,30,16,2,27,3,8,2,5,2,2,3,1,0,1,0,0,0,4,0,0,0,0,0,0,Chicago
2018-10-21,159,34,38,25,83,42,136,31,9,7,23,13,1,19,5,5,0,1,0,0,7,0,0,0,1,1,0,4,0,0,0,0,0,0,Chicago
2018-10-22,170,52,37,22,85,60,128,37,21,3,25,14,0,42,3,3,2,1,0,5,2,0,0,1,0,0,0,2,1,0,0,0,0,0,Chicago
2018-10-23,182,52,53,26,73,50,159,39,11,6,19,12,0,36,4,2,0,1,0,2,6,1,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2018-10-24,214,59,38,32,80,62,148,43,11,8,26,25,0,36,2,1,2,1,0,8,5,0,1,3,1,0,0,0,0,0,0,0,0,0,Chicago
2018-10-25,190,47,43,17,70,72,142,31,14,1,25,19,1,31,3,4,1,2,0,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,Chicago
2018-10-26,207,55,50,26,88,53,145,49,17,8,32,19,0,42,3,6,4,1,10,5,7,0,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2018-10-27,197,42,43,21,92,60,158,26,18,5,40,20,3,33,3,8,2,2,0,6,4,0,0,2,1,1,0,1,0,0,0,0,0,0,Chicago
2018-10-28,175,41,32,26,82,47,169,31,15,5,29,15,3,27,5,4,1,1,0,4,2,0,0,0,0,1,0,2,0,0,0,0,0,0,Chicago
2018-10-29,176,51,50,28,87,49,120,36,22,11,22,23,0,32,2,2,0,1,1,4,0,1,1,0,1,1,1,1,0,0,0,0,0,0,Chicago
2018-10-30,187,53,52,28,77,65,131,54,15,7,28,18,0,34,5,1,0,0,1,2,3,1,1,0,2,1,0,1,0,0,0,0,0,0,Chicago
2018-10-31,180,53,61,28,157,61,150,49,14,5,40,24,2,36,5,1,0,1,4,5,4,1,0,1,0,1,1,1,0,0,0,0,0,0,Chicago
2018-11-01,215,115,82,28,100,65,147,35,19,17,32,16,2,30,2,6,0,3,8,4,11,0,0,0,0,1,0,1,0,0,0,0,0,0,Chicago
2018-11-02,193,57,48,27,94,38,124,61,18,4,40,16,2,33,1,3,1,1,6,8,2,0,1,0,1,1,0,6,0,0,0,0,0,0,Chicago
2018-11-03,179,50,51,31,67,63,169,44,16,2,34,20,1,32,0,7,2,0,4,3,5,0,0,1,0,1,0,2,0,0,0,0,0,0,Chicago
2018-11-04,163,36,53,29,71,44,155,24,6,4,33,19,0,22,2,4,1,2,8,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Chicago
2018-11-05,160,59,46,25,55,63,129,40,15,7,16,22,1,43,4,2,1,1,0,8,7,1,0,0,0,0,0,0,1,0,0,0,0,0,Chicago
2018-11-06,181,59,59,27,69,69,114,41,17,8,35,22,2,39,3,3,1,0,5,2,5,1,0,2,0,0,0,0,0,0,0,0,0,0,Chicago
2018-11-07,185,42,53,24,49,56,116,42,10,6,25,22,1,35,4,5,1,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Chicago
2018-11-08,189,43,51,24,57,61,116,34,11,8,20,14,0,19,5,3,1,1,6,6,3,1,0,1,0,0,1,1,0,0,0,0,0,0,Chicago
2018-11-09,184,42,50,33,77,49,112,49,10,5,26,18,3,42,3,3,0,0,3,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Chicago
2018-11-10,158,36,39,22,71,53,115,35,12,7,31,17,1,31,2,7,0,2,4,3,2,1,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
