date,THEFT,DECEPTIVE PRACTICE,OTHER OFFENSE,MOTOR VEHICLE THEFT,CRIMINAL DAMAGE,ASSAULT,BATTERY,NARCOTICS,WEAPONS VIOLATION,OFFENSE INVOLVING CHILDREN,ROBBERY,CRIMINAL TRESPASS,LIQUOR LAW VIOLATION,BURGLARY,INTERFERENCE WITH PUBLIC OFFICER,CRIM SEXUAL ASSAULT,ARSON,CRIMINAL SEXUAL ASSAULT,PROSTITUTION,PUBLIC PEACE VIOLATION,SEX OFFENSE,STALKING,KIDNAPPING,INTIMIDATION,CONCEALED CARRY LICENSE VIOLATION,GAMBLING,OBSCENITY,HOMICIDE,NON-CRIMINAL,HUMAN TRAFFICKING,PUBLIC INDECENCY,NON-CRIMINAL (SUBJECT SPECIFIED),OTHER NARCOTIC VIOLATION,RITUALISM,city
2019-04-29,188,52,50,27,67,58,118,40,10,12,22,20,0,30,2,2,1,0,0,5,3,0,1,4,2,0,0,3,0,0,0,0,0,0,Chicago
2019-04-30,190,53,45,20,72,59,135,43,11,4,18,20,0,29,3,2,1,6,4,7,4,0,1,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-05-01,191,98,59,19,85,75,129,35,17,15,25,15,0,23,4,5,0,6,0,7,10,0,0,0,1,1,0,0,0,0,0,0,0,0,Chicago
2019-05-02,168,57,43,24,77,54,120,36,15,5,20,25,0,25,5,5,0,0,0,8,6,3,2,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-05-03,218,55,52,27,66,63,131,58,16,7,13,17,0,35,9,3,1,5,1,7,5,0,0,1,0,1,0,1,0,0,0,0,0,0,Chicago
2019-05-04,142,48,31,22,89,63,157,36,23,5,19,12,1,27,3,4,0,2,1,6,3,0,2,0,1,3,0,0,0,0,0,0,0,0,Chicago
2019-05-05,154,39,53,30,113,64,188,26,30,10,16,13,0,20,6,2,1,4,0,4,0,0,2,0,0,0,0,4,0,0,0,0,0,0,Chicago
2019-05-06,185,64,48,27,77,67,152,37,24,7,25,22,0,26,3,7,3,2,0,4,2,1,1,1,0,1,3,3,0,0,0,0,0,0,Chicago
2019-05-07,191,54,50,20,61,62,134,37,15,10,6,26,0,19,2,1,1,0,0,2,4,1,1,1,0,0,0,1,0,0,1,0,0,0,Chicago
2019-05-08,166,45,61,27,66,66,168,40,15,12,18,22,0,29,5,1,1,2,1,5,5,1,1,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-05-09,161,56,48,24,59,82,138,48,15,6,17,28,0,27,8,1,0,1,10,3,2,0,1,0,1,0,0,1,0,0,0,0,0,0,Chicago
2019-05-10,170,73,50,29,81,57,160,46,18,12,15,28,2,29,4,2,3,2,0,6,4,1,0,1,3,0,1,1,0,0,0,0,0,0,Chicago
2019-05-11,172,36,29,34,81,47,129,46,18,4,29,14,4,28,5,3,0,3,4,1,4,0,1,1,0,1,0,2,0,0,0,0,0,0,Chicago
2019-05-12,138,36,51,16,80,46,139,26,24,6,17,18,2,15,6,6,0,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2019-05-13,182,67,53,23,82,74,158,31,17,11,18,23,0,18,7,3,3,3,0,11,3,1,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2019-05-14,166,46,46,22,78,58,146,40,21,9,19,21,0,21,6,2,1,1,0,5,5,0,0,0,3,1,0,3,0,0,0,0,0,0,Chicago
2019-05-15,189,57,46,32,76,71,145,31,18,12,20,18,0,28,3,1,2,2,2,4,4,1,0,0,1,0,0,1,0,0,0,0,1,0,Chicago
2019-05-16,181,46,46,29,75,67,133,40,16,5,22,20,0,36,3,4,1,1,1,3,5,0,0,0,1,1,0,4,0,0,0,0,0,0,Chicago
2019-05-17,160,52,50,22,83,68,154,58,17,7,19,28,3,30,4,1,1,2,5,4,5,1,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-05-18,188,44,53,24,85,58,171,32,21,6,19,18,0,21,4,3,0,3,0,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-05-19,140,34,62,24,94,70,198,44,16,13,25,14,0,19,3,1,1,5,1,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-05-20,193,66,49,25,77,82,148,36,21,8,18,21,1,32,10,4,0,3,0,3,5,0,3,1,0,0,0,2,0,0,1,0,0,0,Chicago
2019-05-21,155,52,61,25,84,58,133,38,17,10,28,15,0,27,8,2,0,1,0,4,5,0,2,1,0,0,1,1,0,0,0,0,0,0,Chicago
2019-05-22,150,51,58,28,85,76,155,42,10,13,31,25,0,28,3,4,0,2,1,5,4,0,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-05-23,183,41,47,22,63,76,171,44,19,4,12,22,0,31,8,3,1,2,8,9,2,0,1,1,0,0,0,2,0,0,0,0,0,0,Chicago
2019-05-24,201,66,62,33,77,75,160,47,32,5,13,17,1,29,5,1,0,1,8,5,2,0,0,1,4,0,0,1,0,0,1,0,0,0,Chicago
2019-05-25,189,47,57,22,94,72,208,33,40,6,21,26,1,23,8,4,0,0,11,7,2,0,1,0,1,1,0,2,0,0,0,0,0,0,Chicago
2019-05-26,159,40,46,24,94,74,207,38,40,5,21,13,0,28,7,5,0,7,1,6,8,0,0,0,0,1,0,3,0,0,0,0,0,0,Chicago
2019-05-27,169,33,60,21,88,51,158,37,22,4,28,24,0,25,8,3,1,1,0,6,1,2,0,0,3,0,0,1,0,0,0,0,0,0,Chicago
2019-05-28,186,54,54,23,78,63,133,32,15,3,23,30,0,25,3,5,3,2,0,3,6,2,0,0,1,0,0,3,0,0,0,0,0,0,Chicago
2019-05-29,178,58,33,22,78,73,139,26,9,3,23,28,0,36,5,1,0,2,7,5,6,1,0,0,0,0,0,5,0,0,0,0,0,0,Chicago
2019-05-30,186,53,52,20,86,54,137,37,15,11,17,18,0,29,5,2,1,2,6,3,4,0,0,0,0,1,3,3,0,0,0,0,1,0,Chicago
2019-05-31,186,58,50,24,86,78,160,43,18,13,35,24,0,26,4,2,0,2,1,6,6,2,1,0,1,2,0,3,0,0,0,0,0,0,Chicago
2019-06-01,198,95,62,29,84,60,193,47,27,25,19,16,1,28,3,4,3,5,1,3,13,2,2,0,1,1,0,4,0,2,0,0,0,0,Chicago
2019-06-02,164,32,39,27,69,79,178,26,19,8,30,16,3,24,7,0,0,3,1,3,2,1,0,0,0,1,1,3,0,0,0,0,0,0,Chicago
2019-06-03,169,49,57,21,70,73,117,41,15,12,16,26,0,20,3,1,1,0,0,3,5,3,2,0,0,0,1,1,0,0,0,0,0,0,Chicago
2019-06-04,169,56,48,27,77,77,159,36,17,7,18,23,1,32,4,4,2,0,1,7,3,0,0,0,2,1,0,1,0,0,0,0,0,0,Chicago
2019-06-05,198,50,60,26,78,78,144,45,8,7,23,23,0,28,4,2,1,1,1,5,4,0,0,0,1,1,0,3,0,0,0,0,0,0,Chicago
2019-06-06,184,65,51,22,65,58,147,38,4,8,21,27,0,32,3,1,1,1,0,6,4,1,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-06-07,185,53,57,25,82,63,168,59,31,8,23,15,3,26,6,3,0,1,2,8,3,1,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-06-08,223,41,47,34,84,66,191,46,26,8,43,16,3,25,10,1,2,5,2,7,3,0,0,1,1,0,1,2,0,0,0,0,0,0,Chicago
2019-06-09,185,34,43,26,100,72,180,27,33,4,30,18,2,23,9,8,0,1,1,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-06-10,200,58,54,27,91,62,150,34,15,4,36,18,0,33,4,2,1,1,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,Chicago
2019-06-11,187,39,43,21,73,71,161,44,22,5,37,21,0,26,4,1,0,0,9,3,3,1,1,0,0,3,1,1,0,1,0,0,0,0,Chicago
2019-06-12,188,48,48,17,72,50,140,39,10,8,30,17,2,30,4,2,2,0,0,4,0,1,0,0,0,0,1,2,0,0,0,0,0,0,Chicago
2019-06-13,177,43,39,21,90,53,134,41,9,7,20,21,0,22,9,2,0,3,0,3,3,1,0,0,0,1,0,2,0,0,0,0,0,0,Chicago
2019-06-14,190,60,40,27,76,77,166,41,23,6,26,14,0,32,7,1,1,4,0,7,3,0,0,1,1,3,0,0,0,0,0,0,0,0,Chicago
2019-06-15,178,64,46,37,102,70,173,38,20,7,18,27,0,22,6,5,2,2,3,6,1,1,0,0,0,1,0,3,0,0,0,0,0,0,Chicago
2019-06-16,147,34,47,24,80,69,186,28,14,4,22,23,1,18,4,2,2,1,0,6,5,0,0,0,0,0,0,4,0,0,0,0,0,0,Chicago
2019-06-17,174,57,50,20,80,77,139,32,18,5,21,20,0,26,3,5,0,2,1,7,8,2,1,1,0,1,0,1,0,1,0,0,0,0,Chicago
2019-06-18,179,48,40,24,80,53,144,45,11,3,21,20,0,25,5,2,1,0,7,3,1,0,0,0,0,2,1,1,0,0,0,0,0,0,Chicago
2019-06-19,181,58,64,22,78,76,139,70,18,5,22,20,1,27,6,4,1,1,2,1,5,4,0,0,0,1,0,2,0,0,0,0,0,0,Chicago
2019-06-20,180,58,51,26,80,76,120,38,11,6,18,17,0,23,7,4,0,2,0,6,6,1,1,0,0,1,0,1,0,0,0,0,0,0,Chicago
2019-06-21,200,63,49,22,92,63,128,64,14,2,17,16,1,19,5,6,0,2,0,5,2,1,1,0,2,1,0,4,0,0,0,0,0,0,Chicago
2019-06-22,218,43,43,21,97,63,164,38,36,4,21,21,2,30,5,2,1,2,3,5,3,0,1,1,0,0,0,2,0,0,0,0,0,0,Chicago
2019-06-23,172,39,50,32,107,68,188,37,17,5,32,16,1,25,3,1,0,4,0,3,7,1,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-06-24,186,64,58,27,100,68,154,41,20,3,21,20,0,25,2,5,0,5,0,1,6,1,0,1,0,1,1,0,0,0,0,0,0,0,Chicago
2019-06-25,201,53,53,27,89,69,123,36,25,1,29,20,0,31,4,0,4,2,0,5,7,1,1,0,1,2,0,0,0,0,0,0,0,0,Chicago
2019-06-26,214,52,55,27,92,65,146,34,16,0,24,19,0,28,5,3,0,0,5,5,4,0,0,1,1,1,0,1,0,0,0,0,0,0,Chicago
2019-06-27,189,42,46,31,65,65,134,46,23,3,32,14,0,37,3,2,2,0,3,3,4,0,1,1,2,1,0,1,0,0,0,0,0,0,Chicago
2019-06-28,212,51,52,30,91,66,159,45,25,8,34,22,1,30,2,0,1,1,3,5,1,0,1,0,1,4,0,2,0,0,0,0,0,0,Chicago
2019-06-29,212,50,58,22,93,55,201,46,25,7,34,15,0,23,5,1,0,2,0,5,0,1,1,2,3,0,0,3,0,0,0,0,0,0,Chicago
2019-06-30,195,31,34,31,94,61,223,28,15,4,29,18,1,20,2,3,1,1,0,8,3,0,0,0,1,0,1,2,0,0,0,0,0,0,Chicago
2019-07-01,223,88,60,33,86,62,175,38,19,11,25,13,0,35,6,6,0,14,1,4,9,1,1,1,1,0,0,0,0,1,0,0,0,0,Chicago
2019-07-02,170,64,56,25,79,69,139,44,19,5,24,20,2,28,8,1,1,1,0,3,5,1,0,1,0,0,1,3,0,0,0,0,0,0,Chicago
2019-07-03,193,57,67,34,88,72,128,51,17,4,22,14,2,26,8,3,1,3,0,8,2,2,1,1,1,0,1,1,0,0,0,0,0,0,Chicago
2019-07-04,141,30,55,22,99,58,212,34,41,5,23,13,1,27,9,8,1,2,0,11,5,0,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2019-07-05,184,62,54,20,103,69,203,47,37,9,26,16,1,26,9,6,3,4,0,5,2,0,0,0,3,0,0,3,0,0,0,0,0,0,Chicago
2019-07-06,180,50,56,21,87,61,184,35,29,7,13,25,3,33,9,1,0,2,1,10,4,0,2,1,1,0,0,1,0,0,0,0,0,0,Chicago
2019-07-07,157,42,41,27,86,60,206,36,27,4,24,20,1,22,7,2,1,4,0,2,2,0,0,1,0,1,1,1,0,0,0,0,0,0,Chicago
2019-07-08,219,59,54,27,98,61,138,43,17,6,24,25,2,33,7,4,6,1,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-07-09,157,60,39,36,72,66,139,47,15,2,26,23,1,35,6,0,2,2,0,3,6,1,0,1,1,1,0,1,0,0,1,0,0,0,Chicago
2019-07-10,216,51,55,29,74,75,151,46,19,8,26,24,1,35,5,4,0,1,8,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-07-11,163,55,49,35,71,82,164,25,22,4,25,20,1,27,3,3,1,1,1,6,4,0,2,0,0,1,0,0,0,0,0,0,0,0,Chicago
2019-07-12,185,65,52,34,82,57,146,51,16,2,20,18,1,31,2,2,0,4,4,6,4,1,0,0,0,2,0,3,0,0,0,0,0,0,Chicago
2019-07-13,181,40,43,30,114,59,197,36,29,8,30,28,5,38,9,3,2,3,12,3,9,2,3,0,2,0,0,7,0,0,0,0,0,0,Chicago
2019-07-14,177,36,43,28,90,53,209,37,23,4,22,16,1,22,8,1,1,3,3,0,6,2,0,0,0,2,0,3,0,0,0,0,0,0,Chicago
2019-07-15,211,64,46,24,105,66,126,48,19,11,19,31,0,27,6,4,1,0,1,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-07-16,185,62,41,24,66,64,153,32,16,3,28,16,1,27,7,1,2,0,12,4,3,2,2,0,1,1,1,1,0,0,0,0,0,0,Chicago
2019-07-17,224,60,45,30,73,67,122,48,15,4,21,32,1,39,2,3,2,1,0,4,7,1,2,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-07-18,201,60,41,30,74,52,142,34,16,6,28,13,1,33,3,3,4,1,4,3,5,1,0,0,2,1,0,2,0,0,0,0,0,0,Chicago
2019-07-19,190,64,44,33,75,60,161,43,20,5,28,22,0,30,8,3,1,2,5,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2019-07-20,208,50,44,31,86,61,160,43,32,2,25,14,4,33,8,3,0,2,10,6,1,0,1,2,1,0,0,1,0,0,0,0,0,0,Chicago
2019-07-21,175,35,51,23,69,66,202,30,22,3,27,22,2,23,6,2,2,3,0,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,Chicago
2019-07-22,207,62,41,31,91,66,121,32,18,8,23,33,0,28,5,3,1,5,1,6,3,1,0,1,0,1,0,2,0,0,0,0,0,0,Chicago
2019-07-23,220,57,45,33,89,51,119,36,17,7,29,19,0,34,6,6,4,1,6,5,2,1,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-07-24,215,44,43,31,72,69,108,33,16,7,32,20,0,25,2,3,0,0,8,3,6,1,2,2,1,1,0,1,0,0,0,0,0,0,Chicago
2019-07-25,208,65,53,28,88,56,133,41,19,6,33,23,1,22,1,3,1,1,10,0,5,0,0,0,1,0,0,2,0,0,0,0,0,0,Chicago
2019-07-26,207,56,48,29,78,67,136,63,17,8,25,14,3,31,7,2,0,1,9,7,2,1,1,0,2,0,0,2,0,0,0,0,0,0,Chicago
2019-07-27,217,38,40,26,82,56,185,43,22,5,25,16,1,37,4,2,2,4,1,7,5,0,2,0,1,0,0,5,0,0,0,0,0,0,Chicago
2019-07-28,179,23,39,32,103,56,199,53,31,8,28,27,0,22,6,7,1,3,2,6,4,1,0,0,1,1,0,1,0,0,0,0,0,0,Chicago
2019-07-29,201,65,50,27,80,62,161,51,23,3,24,18,0,29,4,9,0,1,1,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,Chicago
2019-07-30,206,59,50,26,66,60,130,50,20,5,25,21,0,39,5,3,4,2,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Chicago
2019-07-31,198,62,34,26,71,48,123,31,21,5,26,10,0,31,7,4,2,3,0,5,3,0,0,2,0,0,0,1,0,0,0,0,0,0,Chicago
2019-08-01,264,114,49,30,79,59,128,57,14,14,21,23,4,32,6,1,1,5,10,2,8,1,0,2,1,0,0,0,0,0,0,0,0,0,Chicago
2019-08-02,280,57,55,31,81,57,141,52,26,6,29,11,1,21,6,3,0,1,8,4,5,0,0,1,0,4,0,1,0,0,0,0,0,0,Chicago
2019-08-03,234,57,35,30,80,62,185,50,25,8,31,15,1,28,6,2,1,5,0,5,3,0,0,0,1,2,0,3,0,0,0,0,1,0,Chicago
2019-08-04,228,26,42,34,89,59,199,42,29,3,27,11,2,24,3,5,1,4,3,5,2,1,0,0,1,0,0,2,0,0,0,0,0,0,Chicago
2019-08-05,187,50,42,29,101,66,151,43,18,2,33,19,4,30,8,0,1,1,7,5,4,1,1,0,2,2,0,2,0,0,0,0,0,0,Chicago
2019-08-06,179,59,42,25,87,62,142,49,20,6,31,17,0,40,10,2,1,1,0,3,4,0,0,2,1,1,0,0,0,1,0,0,0,0,Chicago
2019-08-07,184,44,40,35,92,50,129,68,23,4,37,14,0,30,8,4,1,2,0,6,2,0,0,0,0,4,1,2,0,0,0,0,0,0,Chicago
2019-08-08,227,69,56,28,66,51,148,44,22,7,20,24,1,35,4,0,0,2,0,10,5,0,0,0,1,1,0,0,0,0,0,0,0,0,Chicago
2019-08-09,212,61,39,30,75,54,150,39,19,11,24,30,0,32,5,3,0,1,0,2,4,1,0,1,0,3,0,0,0,0,0,0,0,0,Chicago
2019-08-10,175,43,35,25,85,68,182,25,37,5,29,19,0,34,10,2,2,5,0,8,4,0,0,0,1,2,0,5,0,0,0,0,0,0,Chicago
2019-08-11,186,35,41,30,99,56,181,35,26,4,30,16,3,25,14,5,2,2,0,5,3,0,0,1,2,0,0,1,0,0,0,0,0,0,Chicago
2019-08-12,205,54,29,24,57,58,133,45,12,3,27,17,0,21,7,4,0,2,6,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-08-13,204,63,46,17,93,55,108,48,20,8,19,28,0,31,8,1,3,3,1,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,Chicago
2019-08-14,192,51,54,25,92,70,133,50,11,4,24,31,1,25,3,1,2,3,7,3,6,2,0,0,2,0,0,1,0,0,0,0,0,0,Chicago
2019-08-15,212,62,48,21,90,79,133,44,23,5,17,17,2,29,2,4,1,3,6,8,4,0,0,0,1,1,0,1,0,0,0,0,0,0,Chicago
2019-08-16,186,57,43,28,78,63,122,62,24,12,16,17,1,38,7,2,1,4,0,5,3,1,0,0,0,1,1,2,0,0,0,0,0,0,Chicago
2019-08-17,191,39,36,32,91,59,179,41,31,7,33,16,1,37,4,2,2,2,0,2,3,0,0,0,1,1,0,1,0,0,0,0,0,0,Chicago
2019-08-18,152,38,48,21,96,52,193,37,26,6,20,16,0,24,11,5,1,3,0,3,2,3,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-08-19,171,75,51,40,82,68,128,48,23,6,28,19,0,26,4,2,0,1,5,5,3,0,0,1,0,0,0,1,0,0,1,0,0,0,Chicago
2019-08-20,174,63,52,21,86,61,128,47,5,8,23,18,1,25,4,1,1,1,0,4,4,1,0,0,0,2,0,2,0,0,0,0,0,0,Chicago
2019-08-21,198,58,39,27,75,48,111,56,15,0,26,22,0,27,9,0,0,1,0,3,4,1,0,1,0,1,0,0,0,0,0,0,0,0,Chicago
2019-08-22,194,66,48,22,82,58,135,37,17,7,23,14,1,29,1,1,2,1,0,1,9,0,0,1,2,2,0,1,0,0,0,0,0,0,Chicago
2019-08-23,221,47,40,25,88,56,126,59,23,3,16,15,0,36,3,2,2,5,1,3,2,1,2,0,2,1,0,2,0,0,0,0,0,0,Chicago
2019-08-24,198,40,39,27,95,56,177,45,32,6,24,14,1,31,5,6,1,5,0,6,4,0,2,0,0,0,0,4,0,0,0,0,0,0,Chicago
2019-08-25,157,34,37,24,89,64,206,43,26,6,29,11,0,22,2,1,1,1,0,2,5,2,0,1,0,0,0,3,0,1,0,0,0,0,Chicago
2019-08-26,168,51,53,27,61,66,125,41,13,10,23,26,0,38,2,4,1,0,9,0,5,1,0,3,1,0,0,1,0,1,0,0,0,0,Chicago
2019-08-27,194,58,31,27,84,48,128,44,15,7,17,16,1,30,9,4,4,2,2,3,4,2,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-08-28,223,59,39,19,66,64,128,40,13,11,19,24,0,23,5,4,1,1,2,6,3,0,1,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-08-29,204,55,49,29,73,52,139,38,13,4,25,17,0,38,7,2,0,2,10,3,8,0,0,0,1,1,0,3,0,0,0,0,0,0,Chicago
2019-08-30,173,53,43,28,79,61,137,66,20,8,30,24,2,18,4,5,2,1,3,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-08-31,200,42,38,32,76,51,151,47,30,3,18,30,2,25,6,3,1,3,0,3,2,0,1,2,2,1,1,5,0,0,0,0,0,0,Chicago
2019-09-01,198,58,59,20,95,57,171,44,32,13,39,23,1,37,7,4,1,7,0,5,10,2,0,0,3,3,0,3,0,1,0,0,0,0,Chicago
2019-09-02,190,30,49,34,68,67,166,33,29,7,18,29,0,31,4,4,0,1,0,7,4,2,0,0,2,1,0,1,0,0,0,0,0,0,Chicago
2019-09-03,175,59,36,21,68,54,107,46,11,2,22,22,2,26,5,0,1,2,2,5,8,0,2,1,1,0,0,2,0,0,0,0,0,0,Chicago
2019-09-04,193,55,49,20,51,57,113,47,11,4,20,17,0,27,4,0,3,2,0,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-09-05,170,65,32,17,65,48,122,34,8,1,15,27,0,28,3,2,1,2,0,2,4,1,0,0,2,1,0,0,0,0,0,0,0,0,Chicago
2019-09-06,195,54,48,28,77,52,133,51,13,10,21,32,2,31,7,1,3,0,0,7,3,1,1,1,1,1,0,0,0,0,0,0,0,0,Chicago
2019-09-07,183,40,37,25,81,63,163,42,16,3,22,17,0,27,5,0,0,1,0,2,5,0,0,1,1,1,0,2,0,0,0,0,0,0,Chicago
2019-09-08,145,45,38,16,82,60,178,29,19,2,34,18,2,21,5,3,1,5,0,5,4,0,0,2,1,0,1,4,0,0,0,0,0,0,Chicago
2019-09-09,184,70,62,16,71,61,137,42,17,5,27,21,2,37,4,2,2,3,6,2,0,0,0,1,4,1,0,2,0,0,0,0,0,0,Chicago
2019-09-10,188,44,53,15,62,64,142,31,16,5,25,15,0,33,3,3,1,3,0,6,5,1,1,1,1,0,0,2,0,0,0,0,0,0,Chicago
2019-09-11,171,56,46,17,78,53,146,56,31,8,19,19,1,30,3,2,0,0,0,4,5,1,0,1,1,0,1,2,0,0,0,0,0,0,Chicago
2019-09-12,214,52,35,21,85,76,146,41,14,2,19,20,0,32,8,5,0,1,0,8,2,1,0,1,1,0,0,1,0,0,0,0,0,0,Chicago
2019-09-13,198,49,44,20,95,57,179,47,19,9,16,20,1,25,5,4,1,1,4,7,5,2,1,2,1,1,0,4,0,0,0,0,0,0,Chicago
2019-09-14,173,33,36,27,96,60,161,49,24,7,14,21,2,23,8,4,1,3,3,6,6,0,0,0,1,1,0,4,0,0,1,0,0,0,Chicago
2019-09-15,150,41,50,27,88,73,186,29,26,8,22,19,5,24,4,3,1,4,5,12,4,2,0,0,0,2,0,0,0,0,0,0,0,0,Chicago
2019-09-16,202,55,53,30,81,66,141,40,20,9,25,19,0,34,10,2,1,7,0,4,2,0,1,2,0,0,0,2,0,0,0,0,0,0,Chicago
2019-09-17,171,65,43,29,82,71,146,40,25,9,21,21,0,34,4,1,0,7,1,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-09-18,176,50,43,15,83,77,138,46,17,5,28,20,0,34,2,2,3,1,0,4,5,0,1,1,1,1,1,3,0,0,0,0,0,0,Chicago
2019-09-19,179,62,48,19,101,66,141,41,21,5,27,23,0,33,0,0,0,3,1,5,4,1,0,0,3,3,0,2,0,0,1,0,0,0,Chicago
2019-09-20,219,64,50,28,71,58,150,49,21,7,21,21,4,21,7,2,1,0,0,9,10,0,1,0,1,1,0,0,1,0,0,0,0,0,Chicago
2019-09-21,182,44,38,38,95,59,151,33,14,10,28,23,1,21,1,2,0,3,0,3,4,0,0,1,2,3,0,1,0,0,0,0,0,0,Chicago
2019-09-22,158,37,37,21,70,44,151,25,14,5,27,13,0,27,3,6,1,5,2,1,4,1,0,0,1,0,0,3,0,0,0,0,0,0,Chicago
2019-09-23,194,45,47,27,92,68,130,33,10,6,25,30,0,30,5,6,0,4,1,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-09-24,191,61,49,15,81,58,129,45,21,12,11,19,0,37,4,1,1,0,0,6,8,0,2,0,1,1,0,5,0,0,0,0,0,0,Chicago
2019-09-25,166,56,46,14,73,63,123,52,12,7,22,18,0,32,6,1,1,4,0,5,3,2,0,1,0,2,1,3,0,0,0,0,0,0,Chicago
2019-09-26,169,56,52,18,68,53,137,34,28,2,25,12,1,29,4,1,0,1,5,5,3,0,1,1,2,0,0,2,0,0,0,0,0,0,Chicago
2019-09-27,170,53,43,31,61,42,123,31,13,11,24,24,0,29,2,3,0,0,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,Chicago
2019-09-28,170,51,35,22,69,55,135,43,19,5,29,15,1,30,6,3,2,1,0,2,3,1,0,0,1,0,0,2,0,0,0,0,0,0,Chicago
2019-09-29,174,34,42,24,92,54,163,31,17,4,25,19,0,14,3,1,0,3,0,4,6,1,0,0,1,1,0,0,0,0,0,0,0,0,Chicago
2019-09-30,195,62,61,24,89,55,113,41,12,4,20,14,0,38,4,2,3,4,0,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-10-01,197,115,72,29,78,71,136,55,10,22,16,23,1,32,5,5,1,7,0,4,3,0,0,0,0,0,0,2,0,0,1,0,0,0,Chicago
2019-10-02,192,58,41,24,70,61,118,40,22,7,15,26,0,36,3,0,1,2,0,2,5,1,0,0,3,1,0,2,0,0,0,0,0,0,Chicago
2019-10-03,182,69,54,21,60,70,105,48,14,5,27,18,1,32,5,1,0,0,0,6,9,1,0,1,0,1,0,0,0,0,0,0,0,0,Chicago
2019-10-04,184,36,51,20,72,53,123,53,13,6,21,22,0,33,6,1,2,1,7,2,6,0,1,0,0,0,0,2,0,0,1,0,0,0,Chicago
2019-10-05,176,41,38,25,101,52,140,49,19,5,16,16,2,26,1,0,2,2,0,5,4,0,0,0,0,0,0,3,0,0,0,0,0,0,Chicago
2019-10-06,174,30,29,22,79,56,127,34,20,11,19,16,0,27,3,4,1,3,4,4,4,0,0,0,0,1,0,1,0,0,1,0,0,0,Chicago
2019-10-07,170,52,48,21,82,62,141,51,12,11,20,21,0,32,6,2,1,3,6,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-10-08,177,46,39,25,72,68,129,44,10,4,23,21,0,37,2,1,1,3,2,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Chicago
2019-10-09,169,59,50,13,83,56,117,51,21,6,27,26,0,24,3,6,0,1,2,8,6,1,1,2,0,1,0,1,0,0,0,0,0,0,Chicago
2019-10-10,144,55,47,24,74,48,104,46,14,10,17,21,0,29,2,3,1,1,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,Chicago
2019-10-11,188,60,50,20,77,66,114,44,20,3,14,20,1,30,4,4,0,1,1,6,4,0,0,1,1,0,0,0,0,0,0,0,0,0,Chicago
2019-10-12,183,51,47,27,94,45,121,48,18,8,24,12,0,29,4,1,0,4,0,7,2,0,0,0,2,0,0,5,0,0,0,0,0,0,Chicago
2019-10-13,168,40,50,26,95,44,155,22,17,2,21,15,1,15,4,2,1,3,2,5,3,1,0,0,2,0,0,3,0,0,0,0,0,0,Chicago
2019-10-14,174,40,50,18,68,55,109,41,19,4,26,19,0,31,5,3,2,6,0,10,1,2,0,0,0,2,0,1,0,0,0,0,0,0,Chicago
