city,date,daily_cases,total_cases
Chicago,2021-07-04,0,557173
Chicago,2021-07-05,0,557173
Chicago,2021-07-06,325,557498
Chicago,2021-07-07,92,557590
Chicago,2021-07-08,150,557740
Chicago,2021-07-09,182,557922
Chicago,2021-07-10,0,557922
Chicago,2021-07-11,0,557922
Chicago,2021-07-12,364,558286
Chicago,2021-07-13,108,558394
Chicago,2021-07-14,169,558563
Chicago,2021-07-15,218,558781
Chicago,2021-07-16,147,558928
Chicago,2021-07-17,0,558928
Chicago,2021-07-18,0,558928
Chicago,2021-07-19,839,559767
Chicago,2021-07-20,117,559884
Chicago,2021-07-21,271,560155
Chicago,2021-07-22,520,560675
Chicago,2021-07-23,493,561168
Chicago,2021-07-24,0,561168
Chicago,2021-07-25,0,561168
Chicago,2021-07-26,1048,562216
Chicago,2021-07-27,324,562540
Chicago,2021-07-28,544,563084
Chicago,2021-07-29,368,563452
Chicago,2021-07-30,639,564091
Chicago,2021-07-31,0,564091
Chicago,2021-08-01,0,564091
Chicago,2021-08-02,1689,565780
Chicago,2021-08-03,686,566466
Chicago,2021-08-04,519,566985
Chicago,2021-08-05,887,567872
Chicago,2021-08-06,950,568822
Chicago,2021-08-07,0,568822
Chicago,2021-08-08,0,568822
Chicago,2021-08-09,2190,571012
Chicago,2021-08-10,681,571693
Chicago,2021-08-11,1033,572726
Chicago,2021-08-12,719,573445
Chicago,2021-08-13,871,574316
Chicago,2021-08-14,0,574316
Chicago,2021-08-15,0,574316
Chicago,2021-08-16,2871,577187
Chicago,2021-08-17,828,578015
Chicago,2021-08-18,892,578907
Chicago,2021-08-19,809,579716
Chicago,2021-08-20,1311,581027
Chicago,2021-08-21,0,581027
Chicago,2021-08-22,0,581027
Chicago,2021-08-23,2652,583679
Chicago,2021-08-24,780,584459
Chicago,2021-08-25,1153,585612
Chicago,2021-08-26,1075,586687
Chicago,2021-08-27,1412,588099
Chicago,2021-08-28,0,588099
Chicago,2021-08-29,0,588099
Chicago,2021-08-30,2726,590825
Chicago,2021-08-31,1225,592050
Chicago,2021-09-01,1169,593219
Chicago,2021-09-02,1031,594250
Chicago,2021-09-03,1611,595861
Chicago,2021-09-04,0,595861
Chicago,2021-09-05,0,595861
Chicago,2021-09-06,0,595861
Chicago,2021-09-07,3240,599101
Chicago,2021-09-08,1021,600122
Chicago,2021-09-09,1116,601238
Chicago,2021-09-10,1410,602648
Chicago,2021-09-11,0,602648
Chicago,2021-09-12,0,602648
Chicago,2021-09-13,2413,605061
Chicago,2021-09-14,1205,606266
Chicago,2021-09-15,1000,607266
Chicago,2021-09-16,1117,608383
Chicago,2021-09-17,993,609376
Chicago,2021-09-18,0,609376
Chicago,2021-09-19,0,609376
Chicago,2021-09-20,2476,611852
Chicago,2021-09-21,758,612610
Chicago,2021-09-22,939,613549
Chicago,2021-09-23,938,614487
Chicago,2021-09-24,949,615436
Chicago,2021-09-25,0,615436
Chicago,2021-09-26,0,615436
Chicago,2021-09-27,1924,617360
Chicago,2021-09-28,486,617846
Chicago,2021-09-29,764,618610
Chicago,2021-09-30,966,619576
Chicago,2021-10-01,1026,620602
Chicago,2021-10-02,0,620602
Chicago,2021-10-03,0,620602
Chicago,2021-10-04,2282,622884
Chicago,2021-10-05,866,623750
Chicago,2021-10-06,807,624557
Chicago,2021-10-07,1090,625647
Chicago,2021-10-08,828,626475
Chicago,2021-10-09,0,626475
Chicago,2021-10-10,0,626475
Chicago,2021-10-11,0,626475
Chicago,2021-10-12,2504,628979
Chicago,2021-10-13,855,629834
Chicago,2021-10-14,708,630542
Chicago,2021-10-15,719,631261
Chicago,2021-10-16,0,631261
Chicago,2021-10-17,0,631261
Chicago,2021-10-18,1937,633198
Chicago,2021-10-19,692,633890
Chicago,2021-10-20,793,634683
Chicago,2021-10-21,690,635373
Chicago,2021-10-22,888,636261
Chicago,2021-10-23,0,636261
Chicago,2021-10-24,0,636261
Chicago,2021-10-25,1940,638201
Chicago,2021-10-26,682,638883
Chicago,2021-10-27,564,639447
Chicago,2021-10-28,887,640334
Chicago,2021-10-29,934,641268
Chicago,2021-10-30,0,641268
Chicago,2021-10-31,0,641268
Chicago,2021-11-01,2244,643512
Chicago,2021-11-02,743,644255
Chicago,2021-11-03,362,644617
Chicago,2021-11-04,1391,646008
Chicago,2021-11-05,914,646922
Chicago,2021-11-06,0,646922
Chicago,2021-11-07,0,646922
Chicago,2021-11-08,2485,649407
Chicago,2021-11-09,551,649958
Chicago,2021-11-10,1514,651472
Chicago,2021-11-11,0,651472
Chicago,2021-11-12,2725,654197
Chicago,2021-11-13,0,654197
Chicago,2021-11-14,0,654197
Chicago,2021-11-15,2839,657036
Chicago,2021-11-16,803,657839
Chicago,2021-11-17,1618,659457
Chicago,2021-11-18,1721,661178
Chicago,2021-11-19,1838,663016
Chicago,2021-11-20,0,663016
Chicago,2021-11-21,0,663016
Chicago,2021-11-22,3784,666800
Chicago,2021-11-23,1446,668246
Chicago,2021-11-24,1397,669643
Chicago,2021-11-25,0,669643
Chicago,2021-11-26,0,669643
Chicago,2021-11-27,0,669643
Chicago,2021-11-28,0,669643
Chicago,2021-11-29,6320,675963
Chicago,2021-11-30,1384,677347
Chicago,2021-12-01,1534,678881
Chicago,2021-12-02,3604,682485
Chicago,2021-12-03,2341,684826
Chicago,2021-12-04,0,684826
Chicago,2021-12-05,0,684826
Chicago,2021-12-06,6015,690841
Chicago,2021-12-07,1754,692595
Chicago,2021-12-08,1728,694323
Chicago,2021-12-09,2841,697164
Chicago,2021-12-10,2208,699372
Chicago,2021-12-11,0,699372
Chicago,2021-12-12,0,699372
Chicago,2021-12-13,6787,706159
Chicago,2021-12-14,2304,708463
Chicago,2021-12-15,3473,711936
Chicago,2021-12-16,4739,716675
Chicago,2021-12-17,4633,721308
Chicago,2021-12-18,0,721308
Chicago,2021-12-19,0,721308
Chicago,2021-12-20,15636,736944
Chicago,2021-12-21,4446,741390
Chicago,2021-12-22,8340,749730
Chicago,2021-12-23,9884,759614
Chicago,2021-12-24,0,759614
Chicago,2021-12-25,0,759614
Chicago,2021-12-26,0,759614
Chicago,2021-12-27,29718,789332
Chicago,2021-12-28,9443,798775
Chicago,2021-12-29,9766,808541
Chicago,2021-12-30,12931,821472
Chicago,2021-12-31,0,821472
Chicago,2022-01-01,0,821472
Chicago,2022-01-02,0,821472
Chicago,2022-01-03,41289,862761
Chicago,2022-01-04,8696,871457
Chicago,2022-01-05,11723,883180
Chicago,2022-01-06,17813,900993
Chicago,2022-01-07,16386,917379
Chicago,2022-01-08,0,917379
Chicago,2022-01-09,0,917379
Chicago,2022-01-10,29796,947175
Chicago,2022-01-11,8111,955286
Chicago,2022-01-12,10847,966133
Chicago,2022-01-13,11425,977558
Chicago,2022-01-14,9300,986858
Chicago,2022-01-15,0,986858
Chicago,2022-01-16,0,986858
Chicago,2022-01-17,0,986858
Chicago,2022-01-18,28793,1015651
Chicago,2022-01-19,6023,1021674
Chicago,2022-01-20,6217,1027891
Chicago,2022-01-21,15617,1043508
Chicago,2022-01-22,0,1043508
Chicago,2022-01-23,0,1043508
Chicago,2022-01-24,19903,1063411
Chicago,2022-01-25,2301,1065712
Chicago,2022-01-26,3143,1068855
Chicago,2022-01-27,3126,1071981
Chicago,2022-01-28,3365,1075346
Chicago,2022-01-29,0,1075346
Chicago,2022-01-30,0,1075346
Chicago,2022-01-31,5438,1080784
Chicago,2022-02-01,1611,1082395
Chicago,2022-02-02,2073,1084468
Chicago,2022-02-03,0,1084468
Chicago,2022-02-04,5474,1089942
Chicago,2022-02-05,0,1089942
Chicago,2022-02-06,0,1089942
Chicago,2022-02-07,4003,1093945
Chicago,2022-02-08,1376,1095321
Chicago,2022-02-09,1025,1096346
Chicago,2022-02-10,1446,1097792
Chicago,2022-02-11,0,1097792
Chicago,2022-02-12,0,1097792
Chicago,2022-02-13,0,1097792
Chicago,2022-02-14,4218,1102010
Chicago,2022-02-15,703,1102713
Chicago,2022-02-16,860,1103573
Chicago,2022-02-17,637,1104210
Chicago,2022-02-18,1053,1105263
Chicago,2022-02-19,0,1105263
Chicago,2022-02-20,0,1105263
Chicago,2022-02-21,0,1105263
Chicago,2022-02-22,2025,1107288
Chicago,2022-02-23,780,1108068
Chicago,2022-02-24,514,1108582
Chicago,2022-02-25,766,1109348
Chicago,2022-02-26,0,1109348
Chicago,2022-02-27,0,1109348
Chicago,2022-02-28,1842,1111190
Chicago,2022-03-01,753,1111943
Chicago,2022-03-02,618,1112561
Chicago,2022-03-03,470,1113031
Chicago,2022-03-04,521,1113552
Chicago,2022-03-05,0,1113552
Chicago,2022-03-06,0,1113552
Chicago,2022-03-07,1000,1114552
Chicago,2022-03-08,390,1114942
Chicago,2022-03-09,758,1115700
Chicago,2022-03-10,653,1116353
Chicago,2022-03-11,1011,1117364
Chicago,2022-03-12,0,1117364
Chicago,2022-03-13,0,1117364
Chicago,2022-03-14,993,1118357
Chicago,2022-03-15,630,1118987
Chicago,2022-03-16,457,1119444
Chicago,2022-03-17,532,1119976
Chicago,2022-03-18,643,1120619
Chicago,2022-03-19,0,1120619
Chicago,2022-03-20,0,1120619
Chicago,2022-03-21,1124,1121743
Chicago,2022-03-22,633,1122376
Chicago,2022-03-23,465,1122841
Chicago,2022-03-24,878,1123719
Chicago,2022-03-25,665,1124384
Chicago,2022-03-26,0,1124384
Chicago,2022-03-27,0,1124384
Chicago,2022-03-28,1294,1125678
Chicago,2022-03-29,757,1126435
Chicago,2022-03-30,544,1126979
Chicago,2022-03-31,786,1127765
Chicago,2022-04-01,713,1128478
Chicago,2022-04-02,0,1128478
Chicago,2022-04-03,0,1128478
Chicago,2022-04-04,1574,1130052
Chicago,2022-04-05,899,1130951
Chicago,2022-04-06,1121,1132072
Chicago,2022-04-07,803,1132875
Chicago,2022-04-08,1271,1134146
Chicago,2022-04-09,0,1134146
Chicago,2022-04-10,0,1134146
Chicago,2022-04-11,2358,1136504
Chicago,2022-04-12,738,1137242
Chicago,2022-04-13,1002,1138244
Chicago,2022-04-14,1667,1139911
Chicago,2022-04-15,1066,1140977
Chicago,2022-04-16,0,1140977
Chicago,2022-04-17,0,1140977
Chicago,2022-04-18,2938,1143915
Chicago,2022-04-19,1020,1144935
Chicago,2022-04-20,1929,1146864
Chicago,2022-04-21,1649,1148513
Chicago,2022-04-22,1691,1150204
Chicago,2022-04-23,0,1150204
Chicago,2022-04-24,0,1150204
Chicago,2022-04-25,4025,1154229
Chicago,2022-04-26,951,1155180
Chicago,2022-04-27,1492,1156672
Chicago,2022-04-28,2134,1158806
Chicago,2022-04-29,2880,1161686
Chicago,2022-04-30,0,1161686
Chicago,2022-05-01,0,1161686
Chicago,2022-05-02,4029,1165715
Chicago,2022-05-03,1604,1167319
Chicago,2022-05-04,2708,1170027
Chicago,2022-05-05,1857,1171884
Chicago,2022-05-06,3660,1175544
Chicago,2022-05-07,0,1175544
Chicago,2022-05-08,0,1175544
Chicago,2022-05-09,6928,1182472
Chicago,2022-05-10,2140,1184612
Chicago,2022-05-11,2816,1187428
Chicago,2022-05-12,2532,1189960
Chicago,2022-05-13,3954,1193914
Chicago,2022-05-14,0,1193914
Chicago,2022-05-15,0,1193914
Chicago,2022-05-16,7982,1201896
Chicago,2022-05-17,2187,1204083
Chicago,2022-05-18,2264,1206347
Chicago,2022-05-19,3625,1209972
Chicago,2022-05-20,2026,1211998
Chicago,2022-05-21,0,1211998
Chicago,2022-05-22,0,1211998
Chicago,2022-05-23,6926,1218924
Chicago,2022-05-24,1608,1220532
Chicago,2022-05-25,2490,1223022
Chicago,2022-05-26,2900,1225922
Chicago,2022-05-27,2377,1228299
Chicago,2022-05-28,0,1228299
Chicago,2022-05-29,0,1228299
Chicago,2022-05-30,0,1228299
Chicago,2022-05-31,6920,1235219
Chicago,2022-06-01,1722,1236941
Chicago,2022-06-02,2535,1239476
Chicago,2022-06-03,2536,1242012
Chicago,2022-06-04,0,1242012
Chicago,2022-06-05,0,1242012
Chicago,2022-06-06,5879,1247891
Chicago,2022-06-07,1828,1249719
Chicago,2022-06-08,2004,1251723
Chicago,2022-06-09,1610,1253333
Chicago,2022-06-10,2552,1255885
Chicago,2022-06-11,0,1255885
Chicago,2022-06-12,0,1255885
Chicago,2022-06-13,3590,1259475
Chicago,2022-06-14,1363,1260838
Chicago,2022-06-15,2270,1263108
Chicago,2022-06-16,2042,1265150
Chicago,2022-06-17,1374,1266524
Chicago,2022-06-18,0,1266524
Chicago,2022-06-19,0,1266524
Chicago,2022-06-20,0,1266524
Chicago,2022-06-21,5239,1271763
Chicago,2022-06-22,1735,1273498
Chicago,2022-06-23,1182,1274680
Chicago,2022-06-24,2224,1276904
Chicago,2022-06-25,0,1276904
Chicago,2022-06-26,0,1276904
Chicago,2022-06-27,3959,1280863
Chicago,2022-06-28,1623,1282486
Chicago,2022-06-29,1698,1284184
Chicago,2022-06-30,1890,1286074
Chicago,2022-07-01,1674,1287748
Chicago,2022-07-02,0,1287748
Chicago,2022-07-03,0,1287748
Chicago,2022-07-04,0,1287748
Chicago,2022-07-05,4484,1292232
Chicago,2022-07-06,1908,1294140
Chicago,2022-07-07,2122,1296262
Chicago,2022-07-08,1969,1298231
Chicago,2022-07-09,0,1298231
Chicago,2022-07-10,0,1298231
Chicago,2022-07-11,4652,1302883
Chicago,2022-07-12,2388,1305271
Chicago,2022-07-13,2046,1307317
Chicago,2022-07-14,1880,1309197
Chicago,2022-07-15,1791,1310988
Chicago,2022-07-16,0,1310988
Chicago,2022-07-17,0,1310988
Chicago,2022-07-18,4315,1315303
Chicago,2022-07-19,1280,1316583
Chicago,2022-07-20,1922,1318505
Chicago,2022-07-21,2488,1320993
Chicago,2022-07-22,1783,1322776
Chicago,2022-07-23,0,1322776
Chicago,2022-07-24,0,1322776
Chicago,2022-07-25,5602,1328378
Chicago,2022-07-26,1912,1330290
Chicago,2022-07-27,955,1331245
Chicago,2022-07-28,2625,1333870
Chicago,2022-07-29,2300,1336170
Chicago,2022-07-30,0,1336170
Chicago,2022-07-31,0,1336170
Chicago,2022-08-01,3842,1340012
Chicago,2022-08-02,1954,1341966
Chicago,2022-08-03,1834,1343800
Chicago,2022-08-04,1374,1345174
Chicago,2022-08-05,2434,1347608
Chicago,2022-08-06,0,1347608
Chicago,2022-08-07,0,1347608
Chicago,2022-08-08,3660,1351268
Chicago,2022-08-09,1440,1352708
Chicago,2022-08-10,996,1353704
Chicago,2022-08-11,2134,1355838
Chicago,2022-08-12,1199,1357037
Chicago,2022-08-13,0,1357037
Chicago,2022-08-14,0,1357037
Chicago,2022-08-15,3083,1360120
Chicago,2022-08-16,1355,1361475
Chicago,2022-08-17,887,1362362
Chicago,2022-08-18,1809,1364171
Chicago,2022-08-19,1749,1365920
Chicago,2022-08-20,0,1365920
Chicago,2022-08-21,0,1365920
Chicago,2022-08-22,2658,1368578
Chicago,2022-08-23,1329,1369907
Chicago,2022-08-24,1050,1370957
Chicago,2022-08-25,1829,1372786
Chicago,2022-08-26,1191,1373977
Chicago,2022-08-27,0,1373977
Chicago,2022-08-28,0,1373977
Chicago,2022-08-29,2499,1376476
Chicago,2022-08-30,1339,1377815
Chicago,2022-08-31,1294,1379109
Chicago,2022-09-01,1373,1380482
Chicago,2022-09-02,1357,1381839
Chicago,2022-09-03,0,1381839
Chicago,2022-09-04,0,1381839
Chicago,2022-09-05,0,1381839
Chicago,2022-09-06,3348,1385187
Chicago,2022-09-07,570,1385757
Chicago,2022-09-08,1328,1387085
Chicago,2022-09-09,1192,1388277
Chicago,2022-09-10,0,1388277
Chicago,2022-09-11,0,1388277
Chicago,2022-09-12,2539,1390816
Chicago,2022-09-13,1047,1391863
Chicago,2022-09-14,971,1392834
Chicago,2022-09-15,1276,1394110
Chicago,2022-09-16,826,1394936
Chicago,2022-09-17,0,1394936
Chicago,2022-09-18,0,1394936
Chicago,2022-09-19,1669,1396605
Chicago,2022-09-20,588,1397193
Chicago,2022-09-21,1619,1398812
Chicago,2022-09-22,3029,1401841
Chicago,2022-09-23,749,1402590
Chicago,2022-09-24,0,1402590
Chicago,2022-09-25,0,1402590
Chicago,2022-09-26,1422,1404012
Chicago,2022-09-27,757,1404769
Chicago,2022-09-28,601,1405370
Chicago,2022-09-29,677,1406047
Chicago,2022-09-30,862,1406909
Chicago,2022-10-01,0,1406909
Chicago,2022-10-02,0,1406909
Chicago,2022-10-03,1590,1408499
Chicago,2022-10-04,789,1409288
Chicago,2022-10-05,756,1410044
Chicago,2022-10-06,1135,1411179
Chicago,2022-10-07,748,1411927
Chicago,2022-10-08,0,1411927
Chicago,2022-10-09,0,1411927
Chicago,2022-10-10,0,1411927
Chicago,2022-10-11,1661,1413588
Chicago,2022-10-12,667,1414255
Chicago,2022-10-13,721,1414976
Chicago,2022-10-14,688,1415664
Chicago,2022-10-15,0,1415664
Chicago,2022-10-16,0,1415664
Chicago,2022-10-17,1631,1417295
Chicago,2022-10-18,422,1417717
Chicago,2022-10-19,235,1417952
Chicago,2022-10-20,1316,1419268
Chicago,2022-10-21,940,1420208
Chicago,2022-10-22,0,1420208
Chicago,2022-10-23,0,1420208
Chicago,2022-10-24,1695,1421903
Chicago,2022-10-25,659,1422562
Chicago,2022-10-26,911,1423473
Chicago,2022-10-27,618,1424091
Chicago,2022-10-28,1363,1425454
Chicago,2022-10-29,0,1425454
Chicago,2022-10-30,0,1425454
Memphis,2020-01-22,0,0
Memphis,2020-01-23,0,0
Memphis,2020-01-24,0,0
Memphis,2020-01-25,0,0
Memphis,2020-01-26,0,0
Memphis,2020-01-27,0,0
Memphis,2020-01-28,0,0
Memphis,2020-01-29,0,0
Memphis,2020-01-30,0,0
Memphis,2020-01-31,0,0
Memphis,2020-02-01,0,0
Memphis,2020-02-02,0,0
Memphis,2020-02-03,0,0
Memphis,2020-02-04,0,0
Memphis,2020-02-05,0,0
Memphis,2020-02-06,0,0
Memphis,2020-02-07,0,0
Memphis,2020-02-08,0,0
Memphis,2020-02-09,0,0
Memphis,2020-02-10,0,0
Memphis,2020-02-11,0,0
Memphis,2020-02-12,0,0
Memphis,2020-02-13,0,0
Memphis,2020-02-14,0,0
Memphis,2020-02-15,0,0
Memphis,2020-02-16,0,0
Memphis,2020-02-17,0,0
Memphis,2020-02-18,0,0
Memphis,2020-02-19,0,0
Memphis,2020-02-20,0,0
Memphis,2020-02-21,0,0
Memphis,2020-02-22,0,0
Memphis,2020-02-23,0,0
Memphis,2020-02-24,0,0
Memphis,2020-02-25,0,0
Memphis,2020-02-26,0,0
Memphis,2020-02-27,0,0
Memphis,2020-02-28,0,0
Memphis,2020-02-29,0,0
Memphis,2020-03-01,0,0
Memphis,2020-03-02,0,0
Memphis,2020-03-03,0,0
Memphis,2020-03-04,0,0
Memphis,2020-03-05,0,0
Memphis,2020-03-06,0,0
Memphis,2020-03-07,0,0
Memphis,2020-03-08,1,1
Memphis,2020-03-09,0,1
Memphis,2020-03-10,0,1
Memphis,2020-03-11,0,1
Memphis,2020-03-12,1,2
Memphis,2020-03-13,0,2
Memphis,2020-03-14,0,2
Memphis,2020-03-15,0,2
Memphis,2020-03-16,0,2
Memphis,2020-03-17,1,3
Memphis,2020-03-18,1,4
Memphis,2020-03-19,6,10
Memphis,2020-03-20,-6,4
Memphis,2020-03-21,38,42
Memphis,2020-03-22,24,66
Memphis,2020-03-23,27,93
Memphis,2020-03-24,42,135
Memphis,2020-03-25,35,170
Memphis,2020-03-26,28,198
Memphis,2020-03-27,25,223
Memphis,2020-03-28,52,275
Memphis,2020-03-29,87,362
Memphis,2020-03-30,34,396
Memphis,2020-03-31,32,428
Memphis,2020-04-01,194,622
Memphis,2020-04-02,31,653
Memphis,2020-04-03,65,718
Memphis,2020-04-04,29,747
Memphis,2020-04-05,56,803
Memphis,2020-04-06,39,842
Memphis,2020-04-07,67,909
Memphis,2020-04-08,41,950
Memphis,2020-04-09,86,1036
Memphis,2020-04-10,76,1112
Memphis,2020-04-11,93,1205
Memphis,2020-04-12,84,1289
Memphis,2020-04-13,65,1354
Memphis,2020-04-14,63,1417
Memphis,2020-04-15,77,1494
Memphis,2020-04-16,157,1651
Memphis,2020-04-17,76,1727
Memphis,2020-04-18,43,1770
Memphis,2020-04-19,26,1796
Memphis,2020-04-20,73,1869
Memphis,2020-04-21,41,1910
Memphis,2020-04-22,40,1950
Memphis,2020-04-23,50,2000
Memphis,2020-04-24,90,2090
Memphis,2020-04-25,109,2199
Memphis,2020-04-26,122,2321
Memphis,2020-04-27,56,2377
Memphis,2020-04-28,58,2435
Memphis,2020-04-29,77,2512
Memphis,2020-04-30,85,2597
Memphis,2020-05-01,81,2678
Memphis,2020-05-02,89,2767
Memphis,2020-05-03,80,2847
Memphis,2020-05-04,53,2900
Memphis,2020-05-05,58,2958
Memphis,2020-05-06,76,3034
Memphis,2020-05-07,70,3104
Memphis,2020-05-08,57,3161
Memphis,2020-05-09,66,3227
Memphis,2020-05-10,83,3310
Memphis,2020-05-11,100,3410
Memphis,2020-05-12,70,3480
Memphis,2020-05-13,65,3545
Memphis,2020-05-14,55,3600
Memphis,2020-05-15,15,3615
Memphis,2020-05-16,92,3707
Memphis,2020-05-17,121,3828
Memphis,2020-05-18,53,3881
Memphis,2020-05-19,87,3968
Memphis,2020-05-20,58,4026
Memphis,2020-05-21,33,4059
Memphis,2020-05-22,89,4148
Memphis,2020-05-23,128,4276
Memphis,2020-05-24,104,4380
Memphis,2020-05-25,147,4527
Memphis,2020-05-26,54,4581
Memphis,2020-05-27,54,4635
Memphis,2020-05-28,177,4812
Memphis,2020-05-29,40,4852
Memphis,2020-05-30,130,4982
Memphis,2020-05-31,216,5198
Memphis,2020-06-01,76,5274
Memphis,2020-06-02,135,5409
Memphis,2020-06-03,131,5540
Memphis,2020-06-04,50,5590
Memphis,2020-06-05,89,5679
Memphis,2020-06-06,147,5826
Memphis,2020-06-07,126,5952
Memphis,2020-06-08,85,6037
Memphis,2020-06-09,123,6160
Memphis,2020-06-10,121,6281
Memphis,2020-06-11,125,6406
Memphis,2020-06-12,107,6513
Memphis,2020-06-13,103,6616
Memphis,2020-06-14,174,6790
Memphis,2020-06-15,188,6978
Memphis,2020-06-16,132,7110
Memphis,2020-06-17,76,7186
Memphis,2020-06-18,309,7495
Memphis,2020-06-19,194,7689
Memphis,2020-06-20,115,7804
Memphis,2020-06-21,196,8000
Memphis,2020-06-22,125,8125
Memphis,2020-06-23,278,8403
Memphis,2020-06-24,164,8567
Memphis,2020-06-25,313,8880
Memphis,2020-06-26,204,9084
Memphis,2020-06-27,81,9165
Memphis,2020-06-28,69,9234
Memphis,2020-06-29,596,9830
Memphis,2020-06-30,319,10149
Memphis,2020-07-01,309,10458
Memphis,2020-07-02,468,10926
Memphis,2020-07-03,343,11269
Memphis,2020-07-04,437,11706
Memphis,2020-07-05,268,11974
Memphis,2020-07-06,122,12096
Memphis,2020-07-07,370,12466
Memphis,2020-07-08,249,12715
Memphis,2020-07-09,335,13050
Memphis,2020-07-10,391,13441
Memphis,2020-07-11,146,13587
Memphis,2020-07-12,550,14137
Memphis,2020-07-13,308,14445
Memphis,2020-07-14,408,14853
Memphis,2020-07-15,326,15179
Memphis,2020-07-16,455,15634
Memphis,2020-07-17,397,16031
Memphis,2020-07-18,453,16484
Memphis,2020-07-19,211,16695
Memphis,2020-07-20,92,16787
Memphis,2020-07-21,488,17275
Memphis,2020-07-22,363,17638
Memphis,2020-07-23,413,18051
Memphis,2020-07-24,334,18385
Memphis,2020-07-25,380,18765
Memphis,2020-07-26,322,19087
Memphis,2020-07-27,396,19483
Memphis,2020-07-28,474,19957
Memphis,2020-07-29,323,20280
Memphis,2020-07-30,481,20761
Memphis,2020-07-31,368,21129
Memphis,2020-08-01,370,21499
Memphis,2020-08-02,176,21675
Memphis,2020-08-03,206,21881
Memphis,2020-08-04,252,22133
Memphis,2020-08-05,178,22311
Memphis,2020-08-06,425,22736
Memphis,2020-08-07,357,23093
Memphis,2020-08-08,343,23436
Memphis,2020-08-09,176,23612
Memphis,2020-08-10,129,23741
Memphis,2020-08-11,226,23967
Memphis,2020-08-12,177,24144
Memphis,2020-08-13,211,24355
Memphis,2020-08-14,269,24624
Memphis,2020-08-15,213,24837
Memphis,2020-08-16,112,24949
Memphis,2020-08-17,148,25097
Memphis,2020-08-18,163,25260
Memphis,2020-08-19,152,25412
Memphis,2020-08-20,229,25641
Memphis,2020-08-21,18,25659
Memphis,2020-08-22,345,26004
Memphis,2020-08-23,127,26131
Memphis,2020-08-24,122,26253
Memphis,2020-08-25,164,26417
Memphis,2020-08-26,190,26607
Memphis,2020-08-27,173,26780
Memphis,2020-08-28,224,27004
Memphis,2020-08-29,180,27184
Memphis,2020-08-30,87,27271
Memphis,2020-08-31,82,27353
Memphis,2020-09-01,116,27469
Memphis,2020-09-02,104,27573
Memphis,2020-09-03,172,27745
Memphis,2020-09-04,128,27873
Memphis,2020-09-05,147,28020
Memphis,2020-09-06,110,28130
Memphis,2020-09-07,129,28259
Memphis,2020-09-08,70,28329
Memphis,2020-09-09,100,28429
Memphis,2020-09-10,123,28552
Memphis,2020-09-11,75,28627
Memphis,2020-09-12,132,28759
Memphis,2020-09-13,106,28865
Memphis,2020-09-14,273,29138
Memphis,2020-09-15,289,29427
Memphis,2020-09-16,146,29573
Memphis,2020-09-17,170,29743
Memphis,2020-09-18,94,29837
Memphis,2020-09-19,306,30143
Memphis,2020-09-20,110,30253
Memphis,2020-09-21,89,30342
Memphis,2020-09-22,142,30484
Memphis,2020-09-23,103,30587
Memphis,2020-09-24,61,30648
Memphis,2020-09-25,119,30767
Memphis,2020-09-26,257,31024
Memphis,2020-09-27,131,31155
Memphis,2020-09-28,52,31207
Memphis,2020-09-29,116,31323
Memphis,2020-09-30,50,31373
Memphis,2020-10-01,118,31491
Memphis,2020-10-02,82,31573
Memphis,2020-10-03,94,31667
Memphis,2020-10-04,207,31874
Memphis,2020-10-05,230,32104
Memphis,2020-10-06,178,32282
Memphis,2020-10-07,122,32404
Memphis,2020-10-08,136,32540
Memphis,2020-10-09,59,32599
Memphis,2020-10-10,179,32778
Memphis,2020-10-11,285,33063
Memphis,2020-10-12,180,33243
Memphis,2020-10-13,122,33365
Memphis,2020-10-14,93,33458
Memphis,2020-10-15,167,33625
Memphis,2020-10-16,80,33705
Memphis,2020-10-17,308,34013
Memphis,2020-10-18,324,34337
Memphis,2020-10-19,186,34523
Memphis,2020-10-20,226,34749
Memphis,2020-10-21,170,34919
Memphis,2020-10-22,300,35219
Memphis,2020-10-23,273,35492
Memphis,2020-10-24,323,35815
Memphis,2020-10-25,484,36299
Memphis,2020-10-26,156,36455
Memphis,2020-10-27,259,36714
Memphis,2020-10-28,121,36835
Memphis,2020-10-29,289,37124
Memphis,2020-10-30,238,37362
Memphis,2020-10-31,0,37362
Memphis,2020-11-01,478,37840
Memphis,2020-11-02,114,37954
Memphis,2020-11-03,122,38076
Memphis,2020-11-04,315,38391
Memphis,2020-11-05,154,38545
Memphis,2020-11-06,230,38775
Memphis,2020-11-07,443,39218
Memphis,2020-11-08,737,39955
Memphis,2020-11-09,284,40239
Memphis,2020-11-10,218,40457
Memphis,2020-11-11,336,40793
Memphis,2020-11-12,326,41119
Memphis,2020-11-13,299,41418
Memphis,2020-11-14,589,42007
Memphis,2020-11-15,644,42651
Memphis,2020-11-16,548,43199
Memphis,2020-11-17,256,43455
Memphis,2020-11-18,427,43882
Memphis,2020-11-19,224,44106
Memphis,2020-11-20,417,44523
Memphis,2020-11-21,272,44795
Memphis,2020-11-22,509,45304
Memphis,2020-11-23,183,45487
Memphis,2020-11-24,258,45745
Memphis,2020-11-25,125,45870
Memphis,2020-11-26,545,46415
Memphis,2020-11-27,649,47064
Memphis,2020-11-28,418,47482
Memphis,2020-11-29,413,47895
