city,month_year,monthly_cases,robbery,assault,drugs,theft,weapons offense,breaking & entering,property crime,theft of vehicle,theft from vehicle,liquor,arson,disorder,traffic,vehicle recovery,family offense,kidnapping,homicide
Chicago,2018-05-01,0.0,0.851380042462845,1.0,0.8156618156618156,0.8788482156532393,0.5597989949748744,0.8691330756488128,0.9798165137614679,0.7169974115616912,,0.8888888888888888,0.4230769230769231,0.5853131749460043,,,,0.7727272727272727,0.48214285714285715
Chicago,2018-06-01,0.0,0.9097664543524416,0.9323476077556144,0.7491337491337491,0.9247970592740082,0.5155778894472361,0.913859745996687,0.950091743119266,0.7040552200172563,,0.7222222222222222,0.46153846153846156,0.5896328293736501,,,,0.8636363636363636,0.5089285714285714
Chicago,2018-07-01,0.0,0.9299363057324841,0.9750313851304226,0.8274428274428275,0.9447082248430081,0.5658291457286432,0.9596907785753728,1.0,0.7385677308024159,,0.8888888888888888,0.5256410256410257,0.6198704103671706,,,,0.6363636363636364,0.5625
Chicago,2018-08-01,0.0,1.0,0.9232807923001813,0.8835758835758836,1.0,0.5809045226130654,1.0,0.9673394495412844,0.7998274374460742,,0.6944444444444444,0.48717948717948717,0.593952483801296,,,,0.7272727272727273,0.5267857142857143
Chicago,2018-09-01,0.0,0.8152866242038217,0.8829683358906403,0.814968814968815,0.8862000306325624,0.5095477386934674,0.9155162893429045,0.8392660550458716,0.7808455565142364,,0.7777777777777778,0.41025641025641024,0.5442764578833693,,,,0.6818181818181818,0.49107142857142855
Chicago,2018-10-01,0.0,0.8885350318471338,0.8616264472032361,0.7276507276507277,0.8682799816204626,0.4733668341708543,0.864715626725566,0.9251376146788991,0.6850733390854185,,0.5833333333333334,0.46153846153846156,0.5226781857451404,,,,0.36363636363636365,0.5267857142857143
Chicago,2018-11-01,0.0,0.8354564755838642,0.7425024410656995,0.8045738045738046,0.7906264359013632,0.41809045226130653,0.7807840971838763,0.7225688073394495,0.7057808455565142,,0.5555555555555556,0.3333333333333333,0.45788336933045354,,,,0.7272727272727273,0.41964285714285715
Chicago,2018-12-01,0.0,0.8980891719745223,0.778769702887432,0.6978516978516979,0.871190075049778,0.464321608040201,0.8426283821093319,0.8242201834862385,0.7903364969801553,,0.25,0.41025641025641024,0.5680345572354212,,,,0.8636363636363636,0.39285714285714285
Chicago,2019-01-01,0.0,0.6985138004246284,0.7162784209792161,0.9286209286209286,0.6979629345994792,0.46130653266331656,0.7509663169519603,0.658348623853211,0.6108714408973253,,0.5833333333333334,0.28205128205128205,0.4449244060475162,,,,0.5,0.20535714285714285
Chicago,2019-02-01,0.0,0.5276008492569002,0.6800111591574836,0.8808038808038808,0.6726910706080563,0.39095477386934674,0.6449475427940364,0.6300917431192661,0.5642795513373597,,0.25,0.3717948717948718,0.5010799136069114,,,,0.6363636363636364,0.22321428571428573
Chicago,2019-03-01,0.0,0.5403397027600849,0.8157344120518901,0.9757449757449758,0.6858630724460101,0.5125628140703518,0.658199889563777,0.74348623853211,0.6186367558239861,,0.5,0.358974358974359,0.5550755939524838,,,,0.9090909090909091,0.33035714285714285
Chicago,2019-04-01,0.0,0.6358811040339702,0.813363091086623,0.8953568953568953,0.7126665645581253,0.5447236180904522,0.6968525676421866,0.8355963302752294,0.6643658326143227,,0.3611111111111111,0.3974358974358974,0.6177105831533477,,,,0.6363636363636364,0.5446428571428571
Chicago,2019-05-01,0.0,0.6709129511677282,0.9712651694797043,0.832986832986833,0.8266196967376321,0.6402010050251257,0.8061844284925456,0.916697247706422,0.6591889559965487,,0.4166666666666667,0.32051282051282054,0.7321814254859611,,,,0.9545454545454546,0.49107142857142855
Chicago,2019-06-01,0.0,0.8142250530785563,0.9598270330590041,0.8523908523908524,0.8661357022514934,0.5869346733668341,0.755935946990613,0.9288073394495413,0.6669542709232097,,0.6388888888888888,0.3717948717948718,0.652267818574514,,,,0.7727272727272727,0.4642857142857143
Chicago,2019-07-01,0.0,0.8237791932059448,0.9740549588506068,0.8877338877338877,0.918670546791239,0.6984924623115578,0.8580894533406958,0.9530275229357799,0.7635893011216566,,1.0,0.5897435897435898,0.7580993520518359,,,,1.0,0.39285714285714285
Chicago,2019-08-01,0.0,0.8163481953290871,0.9126795926907518,1.0,0.9454740389033542,0.6763819095477387,0.8255107675317505,0.9420183486238533,0.727351164797239,,0.8055555555555556,0.46153846153846156,0.7019438444924406,,,,0.5909090909090909,0.45535714285714285
Chicago,2019-09-01,0.0,0.7335456475583864,0.8732040730924815,0.8350658350658351,0.8336651860928167,0.5869346733668341,0.8205411374930978,0.8697247706422019,0.5858498705780846,,0.6944444444444444,0.3717948717948718,0.6825053995680346,,,,0.6363636363636364,0.45535714285714285
Chicago,2019-10-01,0.0,0.7282377919320594,0.7978797600781141,0.8218988218988219,0.8253943942410783,0.4984924623115578,0.7956929872998344,0.8543119266055046,0.6264020707506471,,0.5,0.358974358974359,0.5529157667386609,,,,0.22727272727272727,0.36607142857142855
Chicago,2019-11-01,0.0,0.7070063694267515,0.7331566466731761,0.7796257796257796,0.748506662582325,0.46934673366834173,0.7366096079514081,0.7299082568807339,0.5970664365832614,,0.5277777777777778,0.41025641025641024,0.4794816414686825,,,,0.8636363636363636,0.30357142857142855
Chicago,2019-12-01,0.0,0.7898089171974523,0.7635653508160134,0.7532917532917532,0.8359626282738551,0.5226130653266332,0.7377139701822197,0.7291743119266055,0.6617773943054357,,0.16666666666666666,0.5256410256410257,0.4470842332613391,,,,0.8181818181818182,0.30357142857142855
Chicago,2020-01-01,1.3876843018213356e-05,0.7696390658174098,0.7358069465755336,0.8967428967428968,0.7050084239546638,0.507537688442211,0.7261181667586969,0.6576146788990825,0.5763589301121657,,0.4166666666666667,0.2948717948717949,0.5248380129589633,,,,0.6363636363636364,0.32142857142857145
Chicago,2020-02-01,0.0,0.6762208067940552,0.6819640117171154,0.8163548163548163,0.6396079032011027,0.4763819095477387,0.6372170071783545,0.6392660550458715,0.5625539257981018,,0.5833333333333334,0.3974358974358974,0.47516198704103674,,,,0.5909090909090909,0.3392857142857143
Chicago,2020-03-01,0.03118126626192541,0.5265392781316348,0.7176733156646673,0.5148995148995149,0.5408178894164497,0.47738693467336685,0.5306460519050249,0.6943119266055046,0.5418464193270061,,0.3055555555555556,0.34615384615384615,0.3714902807775378,,,,0.36363636363636365,0.26785714285714285
Chicago,2020-04-01,0.22214744145706852,0.4830148619957537,0.5395452643325429,0.12404712404712405,0.38382600704548936,0.4834170854271357,0.42131419105466594,0.6546788990825688,0.5685936151855048,,0.027777777777777776,0.46153846153846156,0.14038876889848811,,,,0.13636363636363635,0.5535714285714286
Chicago,2020-05-01,0.2873339115351258,0.6358811040339702,0.7094434370205049,0.3354123354123354,0.4473885740542196,0.8080402010050252,0.883489784649365,0.9093577981651376,0.7152717860224331,,0.1111111111111111,1.0,1.0,,,,0.5454545454545454,0.7678571428571429
Chicago,2020-06-01,0.08750043365134431,0.6093418259023354,0.8020644441344679,0.23492723492723494,0.4722009496094348,0.7989949748743719,0.5737161789066814,0.8994495412844037,0.6850733390854185,,0.027777777777777776,0.9487179487179487,0.4557235421166307,,,,0.6363636363636364,0.8392857142857143
Chicago,2020-07-01,0.10377797051170859,0.7791932059447984,0.8591156367694239,0.35828135828135826,0.5625670087302803,0.8221105527638191,0.5781336278299282,0.9185321100917431,0.8274374460742019,,0.8055555555555556,0.8076923076923077,0.31965442764578833,,,,0.4090909090909091,0.9910714285714286
Chicago,2020-08-01,0.1462896790980052,0.8662420382165605,0.8394476217045613,0.3832293832293832,0.5948843620768878,1.0,0.7752622860298177,0.8678899082568807,0.8593615185504746,,0.7777777777777778,0.7307692307692307,0.3542116630669546,,,,0.5,0.6071428571428571
Chicago,2020-09-01,0.13103209019947962,0.7887473460721869,0.730645836239364,0.3866943866943867,0.5546025425026804,0.8522613065326633,0.5455549420209829,0.7959633027522935,0.7946505608283002,,0.4166666666666667,0.717948717948718,0.26997840172786175,,,,0.6818181818181818,0.7410714285714286
Chicago,2020-10-01,0.306664353859497,0.802547770700637,0.7023294741247036,0.4331254331254331,0.5244294685250421,0.8241206030150754,0.5289895085588073,0.7864220183486239,0.8628127696289906,,0.3055555555555556,0.6923076923076923,0.31965442764578833,,,,0.5454545454545454,0.6071428571428571
Chicago,2020-11-01,0.8097762359063313,0.8014861995753716,0.6205886455572605,0.352044352044352,0.45382141216112726,0.7939698492462312,0.49088901159580345,0.6928440366972477,0.8093183779119931,,0.08333333333333333,0.6410256410256411,0.20734341252699784,,,,0.3181818181818182,0.5625
Chicago,2020-12-01,0.6056062445793582,0.5997876857749469,0.5691170316641093,0.35828135828135826,0.44708224843008115,0.7768844221105528,0.44947542794036444,0.6128440366972477,0.7860224331320104,,0.1111111111111111,0.5128205128205128,0.20734341252699784,,,,0.2727272727272727,0.5089285714285714
